# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
   16.593186373   -0.273976541   -0.273977229   -0.273978679
   16.653306613   -0.245918322   -0.245918946   -0.245920554
   16.713426854   -0.223321915   -0.223322379   -0.223324084
   16.773547094   -0.216884038   -0.216884333   -0.216886168
   16.833667335   -0.211607846   -0.211608450   -0.211609657
   16.893787575   -0.207397445   -0.207397989   -0.207399334
   16.953907816   -0.190739073   -0.190739600   -0.190741432
   17.014028056   -0.172172321   -0.172172965   -0.172174992
   17.074148297   -0.156814193   -0.156814580   -0.156816767
   17.134268537   -0.153128269   -0.153128613   -0.153130298
   17.194388778   -0.173295100   -0.173295556   -0.173296578
   17.254509018   -0.202785783   -0.202785548   -0.202787107
   17.314629259   -0.191899651   -0.191899406   -0.191900882
   17.374749499   -0.167794638   -0.167794553   -0.167796345
   17.434869739   -0.135648005   -0.135647890   -0.135650242
   17.494989980   -0.111797723   -0.111797275   -0.111800536
   17.555110220   -0.115594738   -0.115594010   -0.115598072
   17.615230461   -0.127813061   -0.127812609   -0.127816100
   17.675350701   -0.134271445   -0.134270931   -0.134274183
   17.735470942   -0.119699788   -0.119699307   -0.119702580
   17.795591182   -0.093374842   -0.093374677   -0.093377970
   17.855711423   -0.068892832   -0.068892942   -0.068896126
   17.915831663   -0.052084389   -0.052084444   -0.052087572
   17.975951904   -0.063204472   -0.063204335   -0.063207238
   18.036072144   -0.070333543   -0.070333487   -0.070336041
   18.096192385   -0.055318937   -0.055319145   -0.055321546
   18.156312625   -0.038951128   -0.038951914   -0.038953894
   18.216432866   -0.016086534   -0.016087566   -0.016089304
   18.276553106    0.008141439    0.008140629    0.008138748
   18.336673347    0.020731498    0.020731063    0.020728948
   18.396793587    0.005884505    0.005884329    0.005882297
   18.456913828   -0.006913470   -0.006913140   -0.006916313
   18.517034068    0.002299834    0.002300223    0.002296244
   18.577154309    0.023069870    0.023069995    0.023065985
   18.637274549    0.042867631    0.042867557    0.042863840
   18.697394790    0.054147045    0.054146777    0.054143668
   18.757515030    0.037495269    0.037494854    0.037492335
   18.817635271    0.024438616    0.024438436    0.024435459
   18.877755511    0.038081133    0.038081205    0.038077624
   18.937875752    0.052065377    0.052065451    0.052062493
   18.997995992    0.054306924    0.054307245    0.054305682
   19.058116232    0.064476855    0.064477686    0.064476158
   19.118236473    0.075311358    0.075312184    0.075310756
   19.178356713    0.085554291    0.085555423    0.085553312
   19.238476954    0.098758561    0.098760038    0.098757086
   19.298597194    0.103580081    0.103581298    0.103578592
   19.358717435    0.106772415    0.106772715    0.106771233
   19.418837675    0.096829089    0.096828802    0.096827947
   19.478957916    0.081350172    0.081349555    0.081348857
   19.539078156    0.084795911    0.084795075    0.084794322
   19.599198397    0.100292915    0.100292132    0.100290845
   19.659318637    0.107929966    0.107928553    0.107927181
   19.719438878    0.103656059    0.103653787    0.103652520
   19.779559118    0.112583146    0.112580622    0.112579330
   19.839679359    0.130547255    0.130544711    0.130543443
   19.899799599    0.148279082    0.148276743    0.148275616
   19.959919840    0.160055565    0.160054030    0.160053143
   20.020040080    0.164715910    0.164714835    0.164714123
   20.080160321    0.157065091    0.157063580    0.157063141
   20.140280561    0.157644206    0.157642281    0.157642008
   20.200400802    0.170461572    0.170459568    0.170459391
   20.260521042    0.185416600    0.185414634    0.185414416
   20.320641283    0.198296833    0.198294946    0.198293896
   20.380761523    0.209371076    0.209369474    0.209367046
   20.440881764    0.225080325    0.225078686    0.225076022
   20.501002004    0.238542878    0.238540777    0.238538831
   20.561122244    0.240337999    0.240335671    0.240334191
   20.621242485    0.227693737    0.227692930    0.227690220
   20.681362725    0.208009791    0.208011514    0.208007674
   20.741482966    0.208600622    0.208602965    0.208599379
   20.801603206    0.218111041    0.218112534    0.218109291
   20.861723447    0.224527322    0.224527345    0.224524299
   20.921843687    0.235532684    0.235532026    0.235528909
   20.981963928    0.239441355    0.239441346    0.239437159
   21.042084168    0.233452148    0.233452999    0.233447155
   21.102204409    0.232137959    0.232138393    0.232132075
   21.162324649    0.235372150    0.235372197    0.235365564
   21.222444890    0.246997257    0.246997204    0.246990567
   21.282565130    0.258959269    0.258958882    0.258953742
   21.342685371    0.266126167    0.266125440    0.266121563
   21.402805611    0.269613631    0.269613206    0.269609300
   21.462925852    0.269667613    0.269668386    0.269663957
   21.523046092    0.272313083    0.272314715    0.272310433
   21.583166333    0.276939895    0.276942656    0.276939890
   21.643286573    0.279657989    0.279662437    0.279661250
   21.703406814    0.283142282    0.283146971    0.283146463
   21.763527054    0.279588200    0.279590953    0.279591241
   21.823647295    0.277197417    0.277198466    0.277199101
   21.883767535    0.285027072    0.285027565    0.285027955
   21.943887776    0.296073468    0.296073797    0.296074076
   22.004008016    0.306466323    0.306466762    0.306467169
   22.064128257    0.315223442    0.315223870    0.315224569
   22.124248497    0.324517382    0.324517830    0.324518613
   22.184368737    0.334004043    0.334004799    0.334005232
   22.244488978    0.343488492    0.343489770    0.343489591
   22.304609218    0.351553549    0.351556012    0.351554668
   22.364729459    0.358039236    0.358042539    0.358041210
   22.424849699    0.358788012    0.358791647    0.358791901
   22.484969940    0.358693622    0.358697952    0.358698431
   22.545090180    0.364475260    0.364480039    0.364480209
   22.605210421    0.370023606    0.370027319    0.370027285
   22.665330661    0.367872677    0.367873733    0.367873107
   22.725450902    0.369334085    0.369332606    0.369333294
   22.785571142    0.375073091    0.375069688    0.375072897
   22.845691383    0.379367503    0.379362884    0.379367171
   22.905811623    0.371017976    0.371012163    0.371014046
   22.965931864    0.356361907    0.356358238    0.356355559
   23.026052104    0.350138861    0.350136266    0.350128815
   23.086172345    0.355453744    0.355450061    0.355442484
   23.146292585    0.366159385    0.366155205    0.366148579
   23.206412826    0.378579891    0.378575556    0.378569779
   23.266533066    0.391054566    0.391050143    0.391045041
   23.326653307    0.401882451    0.401877988    0.401873561
   23.386773547    0.410128409    0.410124399    0.410121162
   23.446893788    0.411892731    0.411890174    0.411889397
   23.507014028    0.402534012    0.402530595    0.402529934
   23.567134269    0.395275507    0.395269064    0.395264940
   23.627254509    0.394172518    0.394166824    0.394159635
   23.687374749    0.399272037    0.399269247    0.399259831
   23.747494990    0.409298278    0.409296117    0.409286144
   23.807615230    0.416363604    0.416361230    0.416350586
   23.867735471    0.416970244    0.416968616    0.416957201
   23.927855711    0.420233621    0.420233153    0.420221048
   23.987975952    0.426051259    0.426050485    0.426039057
   24.048096192    0.429348940    0.429348444    0.429340150
   24.108216433    0.426021098    0.426024024    0.426018046
   24.168336673    0.424676908    0.424685360    0.424678405
   24.228456914    0.430321347    0.430328313    0.430324947
   24.288577154    0.434785820    0.434783048    0.434793961
   24.348697395    0.436386603    0.436377111    0.436397198
   24.408817635    0.435082310    0.435070994    0.435092606
   24.468937876    0.435972979    0.435960766    0.435982764
   24.529058116    0.440133956    0.440120609    0.440143667
   24.589178357    0.446374686    0.446360376    0.446385252
   24.649298597    0.451499663    0.451485629    0.451510557
   24.709418838    0.453434004    0.453421309    0.453441341
   24.769539078    0.455314877    0.455300463    0.455315571
   24.829659319    0.453657118    0.453641065    0.453655172
   24.889779559    0.451217592    0.451198324    0.451218275
   24.949899800    0.453033357    0.453010095    0.453036009
   25.010020040    0.456691312    0.456674262    0.456687551
   25.070140281    0.460687865    0.460702309    0.460625344
   25.130260521    0.465654541    0.465701722    0.465491153
   25.190380762    0.471114221    0.471158495    0.471015236
   25.250501002    0.475951418    0.475980076    0.475960505
   25.310621242    0.479895349    0.479917477    0.479930149
   25.370741483    0.483403331    0.483422896    0.483435460
   25.430861723    0.487054908    0.487073025    0.487080930
   25.490981964    0.489515287    0.489532927    0.489536455
   25.551102204    0.492537773    0.492555400    0.492555503
   25.611222445    0.496950412    0.496968180    0.496966210
   25.671342685    0.500331421    0.500348816    0.500346255
   25.731462926    0.504217434    0.504234209    0.504231256
   25.791583166    0.508978593    0.508993424    0.508989078
   25.851703407    0.512104664    0.512113561    0.512107175
   25.911823647    0.511359695    0.511359628    0.511353219
   25.971943888    0.512480953    0.512477758    0.512473162
   26.032064128    0.516021177    0.516018635    0.516014595
   26.092184369    0.519687634    0.519686052    0.519682327
   26.152304609    0.521799331    0.521799459    0.521795835
   26.212424850    0.521566114    0.521569806    0.521565418
   26.272545090    0.523472659    0.523478234    0.523473205
   26.332665331    0.525143385    0.525149318    0.525143509
   26.392785571    0.523507391    0.523513808    0.523505979
   26.452905812    0.523868346    0.523874098    0.523865121
   26.513026052    0.527557456    0.527560202    0.527551976
   26.573146293    0.532540451    0.532542144    0.532534415
   26.633266533    0.537360000    0.537361791    0.537354014
   26.693386774    0.541864623    0.541866654    0.541858360
   26.753507014    0.546480042    0.546482362    0.546473657
   26.813627255    0.550067526    0.550069957    0.550061125
   26.873747495    0.550049141    0.550051176    0.550041577
   26.933867735    0.548979149    0.548980925    0.548969727
   26.993987976    0.550995375    0.550997952    0.550985424
   27.054108216    0.555391994    0.555395124    0.555382179
   27.114228457    0.559630008    0.559633646    0.559620546
   27.174348697    0.561825803    0.561829612    0.561816808
   27.234468938    0.559283016    0.559286400    0.559275053
   27.294589178    0.558945291    0.558948281    0.558938071
   27.354709419    0.562747604    0.562750553    0.562740318
   27.414829659    0.566277177    0.566280503    0.566269821
   27.474949900    0.567192453    0.567196595    0.567185670
   27.535070140    0.568231831    0.568236061    0.568225608
   27.595190381    0.571577248    0.571581653    0.571571347
   27.655310621    0.574349341    0.574355518    0.574344233
   27.715430862    0.576613493    0.576621116    0.576607917
   27.775551102    0.579248012    0.579253436    0.579239531
   27.835671343    0.581859740    0.581863762    0.581849918
   27.895791583    0.582240294    0.582244449    0.582231483
   27.955911824    0.579637404    0.579641884    0.579629621
   28.016032064    0.577041498    0.577046103    0.577033104
   28.076152305    0.578604440    0.578608676    0.578594211
   28.136272545    0.582029579    0.582033556    0.582018396
   28.196392786    0.586009020    0.586013197    0.585997635
   28.256513026    0.590065222    0.590069794    0.590053779
   28.316633267    0.594038670    0.594043672    0.594027139
   28.376753507    0.597858317    0.597863720    0.597846604
   28.436873747    0.600879443    0.600885022    0.600867256
   28.496993988    0.601720076    0.601725302    0.601706938
   28.557114228    0.602127715    0.602132967    0.602114392
   28.617234469    0.604335959    0.604341874    0.604322699
   28.677354709    0.606296280    0.606302741    0.606281706
   28.737474950    0.605330780    0.605336946    0.605313411
   28.797595190    0.602700951    0.602707313    0.602683072
   28.857715431    0.603442413    0.603449392    0.603425210
   28.917835671    0.606588847    0.606595919    0.606571835
   28.977955912    0.609778279    0.609784617    0.609761053
   29.038076152    0.612164146    0.612169936    0.612145222
   29.098196393    0.614345852    0.614351493    0.614324265
   29.158316633    0.616256311    0.616260689    0.616230043
   29.218436874    0.618188527    0.618191395    0.618157707
   29.278557114    0.619921261    0.619924613    0.619887996
   29.338677355    0.621090345    0.621094888    0.621054808
   29.398797595    0.623181521    0.623187357    0.623143107
   29.458917836    0.625430370    0.625437552    0.625387871
   29.519038076    0.627266651    0.627275148    0.627219191
   29.579158317    0.628400680    0.628410995    0.628347447
   29.639278557    0.629696839    0.629709814    0.629636378
   29.699398798    0.631958631    0.631974460    0.631888407
   29.759519038    0.634551998    0.634571057    0.634469151
   29.819639279    0.637023040    0.637044670    0.636927224
   29.879759519    0.639070029    0.639087075    0.638977899
   29.939879760    0.640976504    0.640975187    0.640932954
   30.000000000    0.642659401    0.642644511    0.642688116
