# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
   14.128256513    0.279435864    0.279434971    0.279435816
   14.188376754    0.292200103    0.292198828    0.292200114
   14.248496994    0.312613237    0.312611449    0.312613755
   14.308617234    0.350405465    0.350403551    0.350405797
   14.368737475    0.380713363    0.380711897    0.380712516
   14.428857715    0.415179619    0.415178131    0.415179164
   14.488977956    0.465970554    0.465970075    0.465969993
   14.549098196    0.463626537    0.463625821    0.463626996
   14.609218437    0.454842144    0.454841510    0.454843542
   14.669338677    0.467433516    0.467433442    0.467434360
   14.729458918    0.473368095    0.473368238    0.473367887
   14.789579158    0.502260994    0.502260686    0.502260349
   14.849699399    0.555768815    0.555767722    0.555767709
   14.909819639    0.506314550    0.506313167    0.506314292
   14.969939880    0.442070429    0.442069366    0.442070879
   15.030060120    0.433351753    0.433351479    0.433351472
   15.090180361    0.454367350    0.454367911    0.454366640
   15.150300601    0.467716299    0.467716929    0.467716312
   15.210420842    0.430798573    0.430797928    0.430799441
   15.270541082    0.361616752    0.361615988    0.361617389
   15.330661323    0.318997182    0.318997136    0.318996503
   15.390781563    0.291732348    0.291731630    0.291731136
   15.450901804    0.279028101    0.279026607    0.279027180
   15.511022044    0.270601948    0.270600555    0.270601864
   15.571142285    0.282743873    0.282742134    0.282744580
   15.631262525    0.295199781    0.295197816    0.295200605
   15.691382766    0.273994760    0.273993100    0.273995623
   15.751503006    0.233537545    0.233537449    0.233537250
   15.811623246    0.180494792    0.180494829    0.180494185
   15.871743487    0.147163486    0.147163159    0.147163077
   15.931863727    0.130570282    0.130569724    0.130569965
   15.991983968    0.122035428    0.122034744    0.122035007
   16.052104208    0.125086997    0.125086369    0.125086513
   16.112224449    0.145019517    0.145018984    0.145018968
   16.172344689    0.172314659    0.172313964    0.172314007
   16.232464930    0.200075229    0.200074374    0.200074420
   16.292585170    0.224042134    0.224042186    0.224040562
   16.352705411    0.197881493    0.197882304    0.197880448
   16.412825651    0.146813266    0.146813788    0.146812728
   16.472945892    0.113718443    0.113718501    0.113718238
   16.533066132    0.102060779    0.102060518    0.102060751
   16.593186373    0.103235542    0.103235087    0.103235514
   16.653306613    0.107801293    0.107800741    0.107801050
   16.713426854    0.123180171    0.123179490    0.123179856
   16.773547094    0.135323657    0.135323183    0.135323249
   16.833667335    0.140297877    0.140297457    0.140297515
   16.893787575    0.135890416    0.135889730    0.135890529
   16.953907816    0.131386178    0.131385551    0.131386358
   17.014028056    0.135548933    0.135548104    0.135548772
   17.074148297    0.149636417    0.149635381    0.149635709
   17.134268537    0.168880925    0.168880073    0.168879994
   17.194388778    0.188405595    0.188404348    0.188404927
   17.254509018    0.163088922    0.163087632    0.163088725
   17.314629259    0.128409256    0.128408454    0.128409572
   17.374749499    0.108801781    0.108800954    0.108802705
   17.434869739    0.104347416    0.104346478    0.104348400
   17.494989980    0.121980863    0.121979807    0.121981878
   17.555110220    0.141024182    0.141023619    0.141024555
   17.615230461    0.138933216    0.138932850    0.138933075
   17.675350701    0.120905946    0.120905603    0.120905849
   17.735470942    0.096412341    0.096412301    0.096412456
   17.795591182    0.087345524    0.087345647    0.087345608
   17.855711423    0.090481981    0.090481956    0.090481714
   17.915831663    0.107443994    0.107443739    0.107443329
   17.975951904    0.121542538    0.121542399    0.121541712
   18.036072144    0.103071549    0.103071651    0.103070977
   18.096192385    0.088422095    0.088422417    0.088421753
   18.156312625    0.080347089    0.080347327    0.080346699
   18.216432866    0.076499968    0.076499607    0.076499465
   18.276553106    0.085295781    0.085294951    0.085295231
   18.336673347    0.108700152    0.108699116    0.108699539
   18.396793587    0.125401393    0.125400320    0.125401222
   18.456913828    0.111644616    0.111643640    0.111645007
   18.517034068    0.093389358    0.093388932    0.093389449
   18.577154309    0.086967638    0.086967402    0.086967112
   18.637274549    0.093052821    0.093052602    0.093051662
   18.697394790    0.112399485    0.112399209    0.112397928
   18.757515030    0.127865924    0.127865347    0.127864463
   18.817635271    0.109047390    0.109046558    0.109046109
   18.877755511    0.092890231    0.092889417    0.092888360
   18.937875752    0.094170301    0.094169548    0.094167289
   18.997995992    0.092971581    0.092970529    0.092968702
   19.058116232    0.085840851    0.085840112    0.085838995
   19.118236473    0.086397749    0.086397284    0.086396669
   19.178356713    0.084692110    0.084691781    0.084691686
   19.238476954    0.090484587    0.090484828    0.090484248
   19.298597194    0.098728789    0.098730069    0.098728169
   19.358717435    0.108082486    0.108084116    0.108082067
   19.418837675    0.117539174    0.117540594    0.117539179
   19.478957916    0.106903680    0.106905003    0.106904077
   19.539078156    0.086591988    0.086593029    0.086592772
   19.599198397    0.077673752    0.077674937    0.077674817
   19.659318637    0.081969412    0.081970948    0.081970616
   19.719438878    0.075020757    0.075021818    0.075021511
   19.779559118    0.059125265    0.059125579    0.059125319
   19.839679359    0.051224448    0.051224144    0.051223844
   19.899799599    0.052928574    0.052927571    0.052927216
   19.959919840    0.060085603    0.060084252    0.060083987
   20.020040080    0.069900233    0.069899449    0.069899337
   20.080160321    0.071854379    0.071853980    0.071854090
   20.140280561    0.058133900    0.058133226    0.058133773
   20.200400802    0.048550845    0.048549768    0.048550807
   20.260521042    0.045699636    0.045698280    0.045700095
   20.320641283    0.047787725    0.047786015    0.047788772
   20.380761523    0.048675844    0.048673979    0.048676442
   20.440881764    0.052678376    0.052676600    0.052678061
   20.501002004    0.066765875    0.066763788    0.066764876
   20.561122244    0.085729413    0.085726075    0.085728153
   20.621242485    0.101068541    0.101063603    0.101066563
   20.681362725    0.094386959    0.094382750    0.094384784
   20.741482966    0.076656930    0.076654837    0.076656086
   20.801603206    0.070380599    0.070379981    0.070381148
   20.861723447    0.066617686    0.066617265    0.066618677
   20.921843687    0.066196840    0.066195433    0.066197459
   20.981963928    0.074585036    0.074582739    0.074585545
   21.042084168    0.074808409    0.074806674    0.074808777
   21.102204409    0.067785536    0.067784452    0.067785258
   21.162324649    0.057491283    0.057490017    0.057489855
   21.222444890    0.050144827    0.050143497    0.050141698
   21.282565130    0.050833582    0.050832096    0.050829029
   21.342685371    0.054935818    0.054933763    0.054931167
   21.402805611    0.058445201    0.058441997    0.058439964
   21.462925852    0.059628203    0.059624564    0.059622145
   21.523046092    0.056242049    0.056238527    0.056234818
   21.583166333    0.056003445    0.055999914    0.055995229
   21.643286573    0.055202388    0.055199991    0.055195772
   21.703406814    0.056220207    0.056220424    0.056216849
   21.763527054    0.056510094    0.056511937    0.056508928
   21.823647295    0.046096066    0.046097469    0.046095536
   21.883767535    0.034899618    0.034900293    0.034899018
   21.943887776    0.029415113    0.029415216    0.029414169
   22.004008016    0.027432107    0.027431885    0.027431046
   22.064128257    0.026536314    0.026535910    0.026535457
   22.124248497    0.025784121    0.025783347    0.025783632
   22.184368737    0.026595051    0.026593882    0.026594843
   22.244488978    0.029189264    0.029187704    0.029189175
   22.304609218    0.033670667    0.033669056    0.033670342
   22.364729459    0.040221924    0.040221287    0.040221078
   22.424849699    0.046839516    0.046839576    0.046839353
   22.484969940    0.046748198    0.046749250    0.046750183
   22.545090180    0.046329755    0.046332692    0.046333995
   22.605210421    0.052223831    0.052229353    0.052231036
   22.665330661    0.056515121    0.056521941    0.056523097
   22.725450902    0.054510192    0.054516844    0.054516980
   22.785571142    0.055996949    0.056002346    0.056003638
   22.845691383    0.064405536    0.064409822    0.064414856
   22.905811623    0.075105604    0.075107379    0.075116262
   22.965931864    0.070609796    0.070609464    0.070620138
   23.026052104    0.056153743    0.056154946    0.056162667
   23.086172345    0.041093949    0.041095319    0.041099354
   23.146292585    0.031936592    0.031937333    0.031939644
   23.206412826    0.027648195    0.027648322    0.027649808
   23.266533066    0.027937501    0.027937080    0.027938071
   23.326653307    0.032419107    0.032418007    0.032418553
   23.386773547    0.040296336    0.040294333    0.040294415
   23.446893788    0.052717193    0.052715407    0.052716442
   23.507014028    0.059120912    0.059121216    0.059126386
   23.567134269    0.054080511    0.054079335    0.054086293
   23.627254509    0.045906561    0.045901759    0.045908307
   23.687374749    0.037295111    0.037289942    0.037294408
   23.747494990    0.034271701    0.034267641    0.034270164
   23.807615230    0.038048167    0.038044017    0.038045183
   23.867735471    0.039924998    0.039920129    0.039919425
   23.927855711    0.037773156    0.037768890    0.037765590
   23.987975952    0.038453861    0.038450036    0.038442953
   24.048096192    0.043169631    0.043164549    0.043154552
   24.108216433    0.045784691    0.045778247    0.045768405
   24.168336673    0.040280527    0.040278710    0.040266409
   24.228456914    0.036852440    0.036860027    0.036839629
   24.288577154    0.037932965    0.037944678    0.037921757
   24.348697395    0.039941426    0.039948772    0.039935358
   24.408817635    0.039183857    0.039187086    0.039181801
   24.468937876    0.035041385    0.035042030    0.035041929
   24.529058116    0.030887958    0.030886311    0.030890706
   24.589178357    0.029452464    0.029447930    0.029457982
   24.649298597    0.031374004    0.031366106    0.031384729
   24.709418838    0.033208354    0.033199118    0.033225179
   24.769539078    0.034940291    0.034930248    0.034959685
   24.829659319    0.036363203    0.036349785    0.036379962
   24.889779559    0.032982064    0.032964631    0.033001634
   24.949899800    0.027379830    0.027351193    0.027409690
   25.010020040    0.023679181    0.023629221    0.023735175
   25.070140281    0.020470441    0.020406558    0.020561748
   25.130260521    0.017762871    0.017721343    0.017774490
   25.190380762    0.016534024    0.016524981    0.016411351
   25.250501002    0.016383551    0.016383242    0.016276972
   25.310621242    0.016619588    0.016618776    0.016563153
   25.370741483    0.016549746    0.016549033    0.016520825
   25.430861723    0.016660430    0.016659952    0.016644716
   25.490981964    0.016920089    0.016920126    0.016911327
   25.551102204    0.015463649    0.015464756    0.015458927
   25.611222445    0.015114628    0.015117500    0.015112757
   25.671342685    0.015489537    0.015494882    0.015490791
   25.731462926    0.015090427    0.015098541    0.015095928
   25.791583166    0.016250276    0.016262831    0.016261526
   25.851703407    0.019547194    0.019563818    0.019562351
   25.911823647    0.021301006    0.021315674    0.021312057
   25.971943888    0.019161920    0.019169951    0.019166553
   26.032064128    0.018278739    0.018282451    0.018280063
   26.092184369    0.019062717    0.019063738    0.019062268
   26.152304609    0.021268317    0.021266590    0.021266402
   26.212424850    0.021754994    0.021752583    0.021753546
   26.272545090    0.020608034    0.020607305    0.020608838
   26.332665331    0.021940883    0.021941557    0.021944072
   26.392785571    0.021424562    0.021426277    0.021429136
   26.452905812    0.017166383    0.017170645    0.017171842
   26.513026052    0.013250538    0.013255022    0.013255326
   26.573146293    0.011276229    0.011279024    0.011279621
   26.633266533    0.010805471    0.010807258    0.010808411
   26.693386774    0.011003512    0.011004741    0.011006291
   26.753507014    0.012163368    0.012164354    0.012165885
   26.813627255    0.015256804    0.015257836    0.015259691
   26.873747495    0.018344966    0.018345975    0.018348581
   26.933867735    0.017480702    0.017480778    0.017483474
   26.993987976    0.014688601    0.014688119    0.014689728
   27.054108216    0.013745503    0.013745064    0.013745435
   27.114228457    0.015197436    0.015197191    0.015196455
   27.174348697    0.018842452    0.018842770    0.018840679
   27.234468938    0.020570388    0.020571021    0.020568097
   27.294589178    0.016882538    0.016882889    0.016880732
   27.354709419    0.014641286    0.014641126    0.014639819
   27.414829659    0.015457314    0.015456590    0.015455615
   27.474949900    0.016413275    0.016412530    0.016411310
   27.535070140    0.014833661    0.014833257    0.014832132
   27.595190381    0.013791120    0.013790156    0.013789941
   27.655310621    0.014397399    0.014396080    0.014397123
   27.715430862    0.014582802    0.014584101    0.014584830
   27.775551102    0.015134822    0.015138003    0.015137546
   27.835671343    0.016914434    0.016916625    0.016915096
   27.895791583    0.019869865    0.019871363    0.019869362
   27.955911824    0.021139150    0.021140539    0.021139420
   28.016032064    0.017752402    0.017754105    0.017754235
   28.076152305    0.013101451    0.013103313    0.013103485
   28.136272545    0.010068955    0.010070467    0.010070082
   28.196392786    0.008308064    0.008309182    0.008308534
   28.256513026    0.007566939    0.007567909    0.007567122
   28.316633267    0.007617350    0.007618379    0.007617480
   28.376753507    0.008555682    0.008556979    0.008555962
   28.436873747    0.010699044    0.010700853    0.010699667
   28.496993988    0.012884838    0.012886928    0.012885407
   28.557114228    0.012869993    0.012871683    0.012870062
   28.617234469    0.012762846    0.012764505    0.012763540
   28.677354709    0.014704850    0.014707192    0.014706817
   28.737474950    0.016939441    0.016942307    0.016940846
   28.797595190    0.015438516    0.015441311    0.015437681
   28.857715431    0.011448945    0.011452242    0.011447687
   28.917835671    0.009080269    0.009084742    0.009079430
   28.977955912    0.008406552    0.008411758    0.008407050
   29.038076152    0.008345768    0.008351142    0.008348008
   29.098196393    0.008164193    0.008169936    0.008167871
   29.158316633    0.008162397    0.008168909    0.008166784
   29.218436874    0.007955288    0.007960392    0.007957215
   29.278557114    0.008179673    0.008183069    0.008178935
   29.338677355    0.007702893    0.007705477    0.007700315
   29.398797595    0.006929833    0.006932169    0.006925793
   29.458917836    0.006876416    0.006878886    0.006870628
   29.519038076    0.007175989    0.007178784    0.007167364
   29.579158317    0.007246843    0.007249925    0.007234340
   29.639278557    0.006353435    0.006357773    0.006335708
   29.699398798    0.005479332    0.005486201    0.005453445
   29.759519038    0.005252470    0.005263748    0.005211934
   29.819639279    0.005612802    0.005632597    0.005543894
   29.879759519    0.006269714    0.006303662    0.006149801
   29.939879760    0.006968986    0.007009391    0.006802057
   30.000000000    0.008391018    0.008423044    0.008214246
