# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    8.476953908    3.902937418    3.902938009    3.902936736
    8.537074148    3.872177522    3.872178104    3.872176839
    8.597194389    3.841876183    3.841876757    3.841875499
    8.657314629    3.812024930    3.812025495    3.812024244
    8.717434870    3.782615464    3.782616021    3.782614778
    8.777555110    3.753639666    3.753640214    3.753638978
    8.837675351    3.725089582    3.725090122    3.725088893
    8.897795591    3.696957426    3.696957959    3.696956737
    8.957915832    3.669235577    3.669236102    3.669234887
    9.018036072    3.641916569    3.641917087    3.641915878
    9.078156313    3.614993096    3.614993605    3.614992404
    9.138276553    3.588458000    3.588458502    3.588457307
    9.198396794    3.562304275    3.562304770    3.562303582
    9.258517034    3.536525060    3.536525548    3.536524366
    9.318637275    3.511113635    3.511114117    3.511112940
    9.378757515    3.486063422    3.486063896    3.486062726
    9.438877756    3.461367976    3.461368444    3.461367280
    9.498997996    3.437020988    3.437021449    3.437020291
    9.559118236    3.413016277    3.413016732    3.413015580
    9.619238477    3.389347791    3.389348240    3.389347093
    9.679358717    3.366009602    3.366010044    3.366008903
    9.739478958    3.342995902    3.342996338    3.342995203
    9.799599198    3.320301005    3.320301435    3.320300305
    9.859719439    3.297919339    3.297919764    3.297918639
    9.919839679    3.275845448    3.275845866    3.275844747
    9.979959920    3.254073984    3.254074396    3.254073282
   10.040080160    3.232599710    3.232600117    3.232599008
   10.100200401    3.211417495    3.211417897    3.211416793
   10.160320641    3.190522313    3.190522709    3.190521611
   10.220440882    3.169909237    3.169909628    3.169908534
   10.280561122    3.149573441    3.149573827    3.149572738
   10.340681363    3.129510196    3.129510577    3.129509493
   10.400801603    3.109714868    3.109715244    3.109714165
   10.460921844    3.090182916    3.090183287    3.090182213
   10.521042084    3.070909890    3.070910256    3.070909186
   10.581162325    3.051891427    3.051891789    3.051890724
   10.641282565    3.033123254    3.033123611    3.033122550
   10.701402806    3.014601179    3.014601531    3.014600475
   10.761523046    2.996321097    2.996321444    2.996320392
   10.821643287    2.978278980    2.978279324    2.978278276
   10.881763527    2.960470884    2.960471223    2.960470180
   10.941883768    2.942892939    2.942893273    2.942892234
   11.002004008    2.925541352    2.925541682    2.925540647
   11.062124248    2.908412404    2.908412731    2.908411700
   11.122244489    2.891502451    2.891502773    2.891501746
   11.182364729    2.874807915    2.874808234    2.874807211
   11.242484970    2.858325293    2.858325607    2.858324589
   11.302605210    2.842051146    2.842051457    2.842050442
   11.362725451    2.825982103    2.825982410    2.825981399
   11.422845691    2.810114858    2.810115161    2.810114154
   11.482965932    2.794446168    2.794446467    2.794445464
   11.543086172    2.778972853    2.778973149    2.778972149
   11.603206413    2.763691792    2.763692085    2.763691089
   11.663326653    2.748599927    2.748600216    2.748599224
   11.723446894    2.733694255    2.733694540    2.733693552
   11.783567134    2.718971831    2.718972113    2.718971128
   11.843687375    2.704429766    2.704430044    2.704429063
   11.903807615    2.690065225    2.690065500    2.690064522
   11.963927856    2.675875427    2.675875699    2.675874724
   12.024048096    2.661857643    2.661857912    2.661856941
   12.084168337    2.648009195    2.648009461    2.648008493
   12.144288577    2.634327455    2.634327718    2.634326753
   12.204408818    2.620809844    2.620810104    2.620809143
   12.264529058    2.607453831    2.607454088    2.607453130
   12.324649299    2.594256932    2.594257186    2.594256232
   12.384769539    2.581216708    2.581216960    2.581216008
   12.444889780    2.568330767    2.568331015    2.568330067
   12.505010020    2.555596758    2.555597004    2.555596058
   12.565130261    2.543012375    2.543012618    2.543011676
   12.625250501    2.530575354    2.530575594    2.530574655
   12.685370741    2.518283472    2.518283710    2.518282774
   12.745490982    2.506134547    2.506134782    2.506133849
   12.805611222    2.494126435    2.494126668    2.494125737
   12.865731463    2.482257032    2.482257262    2.482256335
   12.925851703    2.470524272    2.470524500    2.470523575
   12.985971944    2.458926125    2.458926351    2.458925429
   13.046092184    2.447460599    2.447460822    2.447459904
   13.106212425    2.436125737    2.436125957    2.436125041
   13.166332665    2.424919615    2.424919833    2.424918920
   13.226452906    2.413840346    2.413840562    2.413839652
   13.286573146    2.402886075    2.402886288    2.402885381
   13.346693387    2.392054980    2.392055191    2.392054287
   13.406813627    2.381345271    2.381345480    2.381344578
   13.466933868    2.370755190    2.370755397    2.370754498
   13.527054108    2.360283009    2.360283214    2.360282318
   13.587174349    2.349927031    2.349927234    2.349926340
   13.647294589    2.339685588    2.339685789    2.339684898
   13.707414830    2.329557041    2.329557240    2.329556351
   13.767535070    2.319539780    2.319539976    2.319539091
   13.827655311    2.309632222    2.309632416    2.309631533
   13.887775551    2.299832811    2.299833004    2.299832124
   13.947895792    2.290140021    2.290140212    2.290139333
   14.008016032    2.280552347    2.280552536    2.280551660
   14.068136273    2.271068313    2.271068500    2.271067627
   14.128256513    2.261686468    2.261686654    2.261685783
   14.188376754    2.252405385    2.252405569    2.252404700
   14.248496994    2.243223661    2.243223843    2.243222977
   14.308617234    2.234139917    2.234140097    2.234139234
   14.368737475    2.225152798    2.225152977    2.225152116
   14.428857715    2.216260970    2.216261147    2.216260289
   14.488977956    2.207463124    2.207463299    2.207462443
   14.549098196    2.198757969    2.198758143    2.198757289
   14.609218437    2.190144240    2.190144412    2.190143560
   14.669338677    2.181620690    2.181620860    2.181620011
   14.729458918    2.173186093    2.173186261    2.173185414
   14.789579158    2.164839244    2.164839411    2.164838566
   14.849699399    2.156578958    2.156579124    2.156578281
   14.909819639    2.148404069    2.148404233    2.148403393
   14.969939880    2.140313430    2.140313593    2.140312755
   15.030060120    2.132305914    2.132306075    2.132305239
   15.090180361    2.124380410    2.124380570    2.124379736
   15.150300601    2.116535827    2.116535986    2.116535154
   15.210420842    2.108771091    2.108771248    2.108770419
   15.270541082    2.101085146    2.101085302    2.101084475
   15.330661323    2.093476952    2.093477106    2.093476282
   15.390781563    2.085945486    2.085945639    2.085944817
   15.450901804    2.078489743    2.078489894    2.078489074
   15.511022044    2.071108731    2.071108881    2.071108062
   15.571142285    2.063801476    2.063801625    2.063800808
   15.631262525    2.056567019    2.056567167    2.056566352
   15.691382766    2.049404417    2.049404563    2.049403751
   15.751503006    2.042312740    2.042312885    2.042312075
   15.811623246    2.035291075    2.035291219    2.035290411
   15.871743487    2.028338521    2.028338664    2.028337858
   15.931863727    2.021454193    2.021454335    2.021453531
   15.991983968    2.014637220    2.014637360    2.014636558
   16.052104208    2.007886742    2.007886881    2.007886081
   16.112224449    2.001201915    2.001202053    2.001201255
   16.172344689    1.994581907    1.994582044    1.994581248
   16.232464930    1.988025900    1.988026036    1.988025242
   16.292585170    1.981533087    1.981533221    1.981532429
   16.352705411    1.975102674    1.975102807    1.975102017
   16.412825651    1.968733879    1.968734012    1.968733224
   16.472945892    1.962425934    1.962426065    1.962425279
   16.533066132    1.956178079    1.956178210    1.956177426
   16.593186373    1.949989570    1.949989699    1.949988917
   16.653306613    1.943859669    1.943859798    1.943859017
   16.713426854    1.937787655    1.937787782    1.937787004
   16.773547094    1.931772813    1.931772940    1.931772163
   16.833667335    1.925814442    1.925814567    1.925813793
   16.893787575    1.919911849    1.919911974    1.919911201
   16.953907816    1.914064354    1.914064478    1.914063707
   17.014028056    1.908271286    1.908271409    1.908270640
   17.074148297    1.902531983    1.902532105    1.902531337
   17.134268537    1.896845794    1.896845915    1.896845149
   17.194388778    1.891212077    1.891212197    1.891211433
   17.254509018    1.885630201    1.885630320    1.885629558
   17.314629259    1.880099542    1.880099660    1.880098900
   17.374749499    1.874619487    1.874619605    1.874618846
   17.434869739    1.869189431    1.869189548    1.869188792
   17.494989980    1.863808779    1.863808895    1.863808140
   17.555110220    1.858476944    1.858477059    1.858476306
   17.615230461    1.853193346    1.853193460    1.853192709
   17.675350701    1.847957416    1.847957529    1.847956780
   17.735470942    1.842768591    1.842768704    1.842767956
   17.795591182    1.837626319    1.837626431    1.837625685
   17.855711423    1.832530054    1.832530165    1.832529420
   17.915831663    1.827479256    1.827479367    1.827478624
   17.975951904    1.822473398    1.822473507    1.822472766
   18.036072144    1.817511954    1.817512063    1.817511324
   18.096192385    1.812594411    1.812594519    1.812593782
   18.156312625    1.807720261    1.807720368    1.807719633
   18.216432866    1.802889003    1.802889110    1.802888376
   18.276553106    1.798100143    1.798100249    1.798099517
   18.336673347    1.793353195    1.793353301    1.793352570
   18.396793587    1.788647680    1.788647784    1.788647055
   18.456913828    1.783983123    1.783983227    1.783982500
   18.517034068    1.779359060    1.779359163    1.779358437
   18.577154309    1.774775029    1.774775131    1.774774407
   18.637274549    1.770230578    1.770230679    1.770229957
   18.697394790    1.765725259    1.765725360    1.765724639
   18.757515030    1.761258632    1.761258732    1.761258013
   18.817635271    1.756830261    1.756830361    1.756829644
   18.877755511    1.752439718    1.752439818    1.752439102
   18.937875752    1.748086581    1.748086679    1.748085965
   18.997995992    1.743770431    1.743770529    1.743769816
   19.058116232    1.739490857    1.739490955    1.739490244
   19.118236473    1.735247455    1.735247551    1.735246842
   19.178356713    1.731039822    1.731039919    1.731039211
   19.238476954    1.726867566    1.726867661    1.726866955
   19.298597194    1.722730295    1.722730390    1.722729686
   19.358717435    1.718627627    1.718627721    1.718627018
   19.418837675    1.714559182    1.714559275    1.714558574
   19.478957916    1.710524585    1.710524679    1.710523979
   19.539078156    1.706523469    1.706523562    1.706522864
   19.599198397    1.702555470    1.702555562    1.702554865
   19.659318637    1.698620228    1.698620319    1.698619624
   19.719438878    1.694717388    1.694717479    1.694716786
   19.779559118    1.690846603    1.690846693    1.690846001
   19.839679359    1.687007525    1.687007615    1.687006925
   19.899799599    1.683199816    1.683199906    1.683199217
   19.959919840    1.679423139    1.679423228    1.679422541
   20.020040080    1.675677163    1.675677252    1.675676566
   20.080160321    1.671961561    1.671961649    1.671960965
   20.140280561    1.668276010    1.668276098    1.668275415
   20.200400802    1.664620191    1.664620278    1.664619597
   20.260521042    1.660993791    1.660993877    1.660993197
   20.320641283    1.657396497    1.657396583    1.657395905
   20.380761523    1.653828005    1.653828091    1.653827414
   20.440881764    1.650288013    1.650288098    1.650287422
   20.501002004    1.646776220    1.646776305    1.646775631
   20.561122244    1.643292334    1.643292418    1.643291746
   20.621242485    1.639836063    1.639836146    1.639835476
   20.681362725    1.636407120    1.636407203    1.636406533
   20.741482966    1.633005221    1.633005304    1.633004636
   20.801603206    1.629630088    1.629630170    1.629629504
   20.861723447    1.626281443    1.626281525    1.626280860
   20.921843687    1.622959014    1.622959096    1.622958432
   20.981963928    1.619662533    1.619662614    1.619661951
   21.042084168    1.616391732    1.616391812    1.616391151
   21.102204409    1.613146349    1.613146429    1.613145770
   21.162324649    1.609926126    1.609926206    1.609925548
   21.222444890    1.606730806    1.606730885    1.606730229
   21.282565130    1.603560136    1.603560216    1.603559561
   21.342685371    1.600413868    1.600413947    1.600413293
   21.402805611    1.597291755    1.597291833    1.597291181
   21.462925852    1.594193552    1.594193630    1.594192979
   21.523046092    1.591119021    1.591119098    1.591118449
   21.583166333    1.588067923    1.588068000    1.588067352
   21.643286573    1.585040024    1.585040100    1.585039454
   21.703406814    1.582035092    1.582035168    1.582034523
   21.763527054    1.579052899    1.579052975    1.579052332
   21.823647295    1.576093219    1.576093295    1.576092653
   21.883767535    1.573155829    1.573155904    1.573155263
   21.943887776    1.570240508    1.570240583    1.570239944
   22.004008016    1.567347039    1.567347114    1.567346475
   22.064128257    1.564475206    1.564475280    1.564474644
   22.124248497    1.561624798    1.561624871    1.561624236
   22.184368737    1.558795603    1.558795677    1.558795042
   22.244488978    1.555987415    1.555987488    1.555986856
   22.304609218    1.553200029    1.553200102    1.553199471
   22.364729459    1.550433243    1.550433316    1.550432686
   22.424849699    1.547686856    1.547686928    1.547686300
   22.484969940    1.544960672    1.544960743    1.544960116
   22.545090180    1.542254494    1.542254565    1.542253939
   22.605210421    1.539568129    1.539568201    1.539567576
   22.665330661    1.536901389    1.536901460    1.536900836
   22.725450902    1.534254083    1.534254153    1.534253531
   22.785571142    1.531626026    1.531626096    1.531625475
   22.845691383    1.529017034    1.529017104    1.529016484
   22.905811623    1.526426925    1.526426994    1.526426377
   22.965931864    1.523855520    1.523855589    1.523854972
   23.026052104    1.521302640    1.521302709    1.521302094
   23.086172345    1.518768112    1.518768181    1.518767567
   23.146292585    1.516251761    1.516251829    1.516251217
   23.206412826    1.513753416    1.513753484    1.513752872
   23.266533066    1.511272907    1.511272975    1.511272365
   23.326653307    1.508810068    1.508810135    1.508809526
   23.386773547    1.506364732    1.506364799    1.506364192
   23.446893788    1.503936737    1.503936804    1.503936198
   23.507014028    1.501525920    1.501525987    1.501525382
   23.567134269    1.499132122    1.499132189    1.499131585
   23.627254509    1.496755185    1.496755251    1.496754649
   23.687374749    1.494394953    1.494395019    1.494394418
   23.747494990    1.492051271    1.492051337    1.492050737
   23.807615230    1.489723987    1.489724052    1.489723454
   23.867735471    1.487412949    1.487413014    1.487412417
   23.927855711    1.485118010    1.485118075    1.485117479
   23.987975952    1.482839020    1.482839085    1.482838490
   24.048096192    1.480575835    1.480575900    1.480575306
   24.108216433    1.478328311    1.478328375    1.478327783
   24.168336673    1.476096304    1.476096368    1.476095777
   24.228456914    1.473879674    1.473879738    1.473879148
   24.288577154    1.471678282    1.471678345    1.471677757
   24.348697395    1.469491989    1.469492052    1.469491465
   24.408817635    1.467320660    1.467320723    1.467320137
   24.468937876    1.465164160    1.465164222    1.465163638
   24.529058116    1.463022355    1.463022417    1.463021834
   24.589178357    1.460895114    1.460895176    1.460894594
   24.649298597    1.458782306    1.458782368    1.458781787
   24.709418838    1.456683804    1.456683865    1.456683286
   24.769539078    1.454599478    1.454599539    1.454598961
   24.829659319    1.452529204    1.452529265    1.452528688
   24.889779559    1.450472856    1.450472917    1.450472341
   24.949899800    1.448430311    1.448430372    1.448429797
   25.010020040    1.446401448    1.446401509    1.446400935
   25.070140281    1.444386146    1.444386206    1.444385633
   25.130260521    1.442384285    1.442384345    1.442383773
   25.190380762    1.440395747    1.440395807    1.440395237
   25.250501002    1.438420416    1.438420476    1.438419907
   25.310621242    1.436458177    1.436458236    1.436457669
   25.370741483    1.434508914    1.434508974    1.434508407
   25.430861723    1.432572516    1.432572575    1.432572010
   25.490981964    1.430648871    1.430648929    1.430648365
   25.551102204    1.428737867    1.428737925    1.428737362
   25.611222445    1.426839395    1.426839454    1.426838892
   25.671342685    1.424953348    1.424953406    1.424952846
   25.731462926    1.423079618    1.423079676    1.423079117
   25.791583166    1.421218099    1.421218157    1.421217599
   25.851703407    1.419368687    1.419368745    1.419368188
   25.911823647    1.417531278    1.417531335    1.417530780
   25.971943888    1.415705769    1.415705826    1.415705272
   26.032064128    1.413892059    1.413892116    1.413891563
   26.092184369    1.412090047    1.412090104    1.412089552
   26.152304609    1.410299635    1.410299691    1.410299140
   26.212424850    1.408520723    1.408520779    1.408520229
   26.272545090    1.406753214    1.406753270    1.406752722
   26.332665331    1.404997013    1.404997069    1.404996521
   26.392785571    1.403252023    1.403252079    1.403251533
   26.452905812    1.401518151    1.401518207    1.401517662
   26.513026052    1.399795304    1.399795360    1.399794815
   26.573146293    1.398083388    1.398083444    1.398082901
   26.633266533    1.396382314    1.396382369    1.396381827
   26.693386774    1.394691989    1.394692044    1.394691503
   26.753507014    1.393012325    1.393012380    1.393011840
   26.813627255    1.391343233    1.391343288    1.391342749
   26.873747495    1.389684626    1.389684680    1.389684143
   26.933867735    1.388036416    1.388036470    1.388035934
   26.993987976    1.386398518    1.386398573    1.386398037
   27.054108216    1.384770848    1.384770901    1.384770367
   27.114228457    1.383153319    1.383153373    1.383152840
   27.174348697    1.381545851    1.381545904    1.381545372
   27.234468938    1.379948359    1.379948412    1.379947882
   27.294589178    1.378360763    1.378360816    1.378360286
   27.354709419    1.376782981    1.376783034    1.376782506
   27.414829659    1.375214934    1.375214987    1.375214460
   27.474949900    1.373656543    1.373656596    1.373656069
   27.535070140    1.372107729    1.372107781    1.372107256
   27.595190381    1.370568414    1.370568467    1.370567942
   27.655310621    1.369038523    1.369038575    1.369038052
   27.715430862    1.367517978    1.367518030    1.367517508
   27.775551102    1.366006705    1.366006757    1.366006236
   27.835671343    1.364504628    1.364504680    1.364504160
   27.895791583    1.363011676    1.363011727    1.363011209
   27.955911824    1.361527773    1.361527825    1.361527307
   28.016032064    1.360052848    1.360052900    1.360052383
   28.076152305    1.358586830    1.358586881    1.358586366
   28.136272545    1.357129647    1.357129698    1.357129184
   28.196392786    1.355681230    1.355681281    1.355680767
   28.256513026    1.354241508    1.354241559    1.354241047
   28.316633267    1.352810413    1.352810464    1.352809953
   28.376753507    1.351387877    1.351387928    1.351387417
   28.436873747    1.349973832    1.349973883    1.349973374
   28.496993988    1.348568212    1.348568262    1.348567754
   28.557114228    1.347170950    1.347171000    1.347170493
   28.617234469    1.345781981    1.345782031    1.345781525
   28.677354709    1.344401240    1.344401290    1.344400785
   28.737474950    1.343028662    1.343028712    1.343028208
   28.797595190    1.341664185    1.341664234    1.341663731
   28.857715431    1.340307744    1.340307793    1.340307291
   28.917835671    1.338959278    1.338959327    1.338958826
   28.977955912    1.337618724    1.337618773    1.337618273
   29.038076152    1.336286022    1.336286071    1.336285572
   29.098196393    1.334961111    1.334961160    1.334960662
   29.158316633    1.333643931    1.333643979    1.333643483
   29.218436874    1.332334421    1.332334470    1.332333974
   29.278557114    1.331032525    1.331032573    1.331032079
   29.338677355    1.329738182    1.329738230    1.329737737
   29.398797595    1.328451335    1.328451384    1.328450891
   29.458917836    1.327171928    1.327171976    1.327171484
   29.519038076    1.325899902    1.325899950    1.325899460
   29.579158317    1.324635203    1.324635251    1.324634761
   29.639278557    1.323377774    1.323377822    1.323377333
   29.699398798    1.322127560    1.322127608    1.322127120
   29.759519038    1.320884507    1.320884554    1.320884068
   29.819639279    1.319648560    1.319648608    1.319648122
   29.879759519    1.318419667    1.318419714    1.318419229
   29.939879760    1.317197773    1.317197820    1.317197336
   30.000000000    1.315982826    1.315982873    1.315982391
