# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    7.815631263    4.301900762    4.301902176    4.301907275
    7.875751503    4.264744589    4.264746001    4.264751094
    7.935871743    4.228174053    4.228175464    4.228180550
    7.995991984    4.192177793    4.192179202    4.192184281
    8.056112224    4.156744691    4.156746098    4.156751171
    8.116232465    4.121863874    4.121865279    4.121870345
    8.176352705    4.087524703    4.087526105    4.087531165
    8.236472946    4.053716770    4.053718171    4.053723224
    8.296593186    4.020429896    4.020431295    4.020436341
    8.356713427    3.987654120    3.987655517    3.987660556
    8.416833667    3.955379698    3.955381093    3.955386126
    8.476953908    3.923597098    3.923598491    3.923603517
    8.537074148    3.892296994    3.892298385    3.892303404
    8.597194389    3.861470262    3.861471651    3.861476663
    8.657314629    3.831107975    3.831109362    3.831114367
    8.717434870    3.801201400    3.801202785    3.801207783
    8.777555110    3.771741992    3.771743375    3.771748366
    8.837675351    3.742721390    3.742722770    3.742727754
    8.897795591    3.714131412    3.714132791    3.714137768
    8.957915832    3.685964055    3.685965432    3.685970402
    9.018036072    3.658211486    3.658212860    3.658217823
    9.078156313    3.630866039    3.630867411    3.630872367
    9.138276553    3.603920213    3.603921583    3.603926532
    9.198396794    3.577366669    3.577368037    3.577372979
    9.258517034    3.551198221    3.551199588    3.551204522
    9.318637275    3.525407841    3.525409205    3.525414132
    9.378757515    3.499988645    3.499990007    3.499994927
    9.438877756    3.474933899    3.474935259    3.474940172
    9.498997996    3.450237010    3.450238368    3.450243273
    9.559118236    3.425891525    3.425892881    3.425897779
    9.619238477    3.401891126    3.401892480    3.401897371
    9.679358717    3.378229631    3.378230982    3.378235866
    9.739478958    3.354900983    3.354902333    3.354907209
    9.799599198    3.331899257    3.331900604    3.331905473
    9.859719439    3.309218649    3.309219994    3.309224855
    9.919839679    3.286853476    3.286854819    3.286859673
    9.979959920    3.264798176    3.264799517    3.264804363
   10.040080160    3.243047299    3.243048638    3.243053477
   10.100200401    3.221595512    3.221596848    3.221601680
   10.160320641    3.200437588    3.200438923    3.200443746
   10.220440882    3.179568411    3.179569743    3.179574560
   10.280561122    3.158982969    3.158984300    3.158989108
   10.340681363    3.138676354    3.138677682    3.138682483
   10.400801603    3.118643756    3.118645082    3.118649876
   10.460921844    3.098880467    3.098881791    3.098886577
   10.521042084    3.079381872    3.079383194    3.079387972
   10.581162325    3.060143451    3.060144770    3.060149541
   10.641282565    3.041160775    3.041162092    3.041166855
   10.701402806    3.022429505    3.022430820    3.022435575
   10.761523046    3.003945391    3.003946703    3.003951451
   10.821643287    2.985704265    2.985705576    2.985710315
   10.881763527    2.967702046    2.967703355    2.967708087
   10.941883768    2.949934734    2.949936040    2.949940764
   11.002004008    2.932398407    2.932399711    2.932404427
   11.062124248    2.915089223    2.915090524    2.915095233
   11.122244489    2.898003415    2.898004714    2.898009415
   11.182364729    2.881137292    2.881138589    2.881143282
   11.242484970    2.864487235    2.864488530    2.864493215
   11.302605210    2.848049696    2.848050989    2.848055666
   11.362725451    2.831821197    2.831822488    2.831827157
   11.422845691    2.815798329    2.815799618    2.815804279
   11.482965932    2.799977749    2.799979035    2.799983688
   11.543086172    2.784356177    2.784357461    2.784362107
   11.603206413    2.768930400    2.768931682    2.768936320
   11.663326653    2.753697266    2.753698546    2.753703176
   11.723446894    2.738653684    2.738654961    2.738659583
   11.783567134    2.723796621    2.723797896    2.723802510
   11.843687375    2.709123105    2.709124377    2.709128983
   11.903807615    2.694630218    2.694631488    2.694636086
   11.963927856    2.680315100    2.680316368    2.680320958
   12.024048096    2.666174945    2.666176211    2.666180792
   12.084168337    2.652206999    2.652208262    2.652212836
   12.144288577    2.638408561    2.638409823    2.638414388
   12.204408818    2.624776983    2.624778242    2.624782799
   12.264529058    2.611309662    2.611310919    2.611315469
   12.324649299    2.598004050    2.598005305    2.598009846
   12.384769539    2.584857641    2.584858894    2.584863427
   12.444889780    2.571867980    2.571869230    2.571873755
   12.505010020    2.559032655    2.559033903    2.559038420
   12.565130261    2.546349300    2.546350545    2.546355054
   12.625250501    2.533815593    2.533816836    2.533821336
   12.685370741    2.521429253    2.521430494    2.521434987
   12.745490982    2.509188045    2.509189283    2.509193768
   12.805611222    2.497089770    2.497091006    2.497095482
   12.865731463    2.485132272    2.485133506    2.485137974
   12.925851703    2.473313435    2.473314667    2.473319127
   12.985971944    2.461631180    2.461632410    2.461636861
   13.046092184    2.450083466    2.450084694    2.450089137
   13.106212425    2.438668289    2.438669514    2.438673950
   13.166332665    2.427383682    2.427384905    2.427389332
   13.226452906    2.416227711    2.416228932    2.416233351
   13.286573146    2.405198480    2.405199698    2.405204109
   13.346693387    2.394294124    2.394295340    2.394299742
   13.406813627    2.383512812    2.383514026    2.383518420
   13.466933868    2.372852748    2.372853959    2.372858345
   13.527054108    2.362312163    2.362313372    2.362317750
   13.587174349    2.351889324    2.351890531    2.351894900
   13.647294589    2.341582526    2.341583730    2.341588092
   13.707414830    2.331390095    2.331391297    2.331395649
   13.767535070    2.321310384    2.321311584    2.321315929
   13.827655311    2.311341779    2.311342976    2.311347313
   13.887775551    2.301482690    2.301483885    2.301488213
   13.947895792    2.291731557    2.291732750    2.291737070
   14.008016032    2.282086847    2.282088037    2.282092349
   14.068136273    2.272547051    2.272548240    2.272552543
   14.128256513    2.263110690    2.263111876    2.263116171
   14.188376754    2.253776307    2.253777490    2.253781777
   14.248496994    2.244542471    2.244543652    2.244547930
   14.308617234    2.235407776    2.235408955    2.235413225
   14.368737475    2.226370839    2.226372015    2.226376277
   14.428857715    2.217430301    2.217431476    2.217435729
   14.488977956    2.208584827    2.208585999    2.208590244
   14.549098196    2.199833103    2.199834272    2.199838509
   14.609218437    2.191173837    2.191175004    2.191179233
   14.669338677    2.182605759    2.182606924    2.182611145
   14.729458918    2.174127622    2.174128785    2.174132997
   14.789579158    2.165738198    2.165739358    2.165743562
   14.849699399    2.157436279    2.157437437    2.157441632
   14.909819639    2.149220678    2.149221834    2.149226021
   14.969939880    2.141090228    2.141091381    2.141095560
   15.030060120    2.133043780    2.133044931    2.133049102
   15.090180361    2.125080205    2.125081354    2.125085516
   15.150300601    2.117198392    2.117199539    2.117203693
   15.210420842    2.109397249    2.109398393    2.109402539
   15.270541082    2.101675700    2.101676842    2.101680980
   15.330661323    2.094032689    2.094033828    2.094037957
   15.390781563    2.086467174    2.086468311    2.086472432
   15.450901804    2.078978133    2.078979268    2.078983380
   15.511022044    2.071564558    2.071565690    2.071569795
   15.571142285    2.064225459    2.064226589    2.064230685
   15.631262525    2.056959861    2.056960989    2.056965077
   15.691382766    2.049766805    2.049767930    2.049772010
   15.751503006    2.042645346    2.042646470    2.042650541
   15.811623246    2.035594557    2.035595678    2.035599741
   15.871743487    2.028613522    2.028614641    2.028618695
   15.931863727    2.021701342    2.021702458    2.021706505
   15.991983968    2.014857131    2.014858246    2.014862284
   16.052104208    2.008080019    2.008081131    2.008085160
   16.112224449    2.001369146    2.001370255    2.001374277
   16.172344689    1.994723668    1.994724776    1.994728789
   16.232464930    1.988142754    1.988143860    1.988147864
   16.292585170    1.981625586    1.981626689    1.981630686
   16.352705411    1.975171358    1.975172459    1.975176447
   16.412825651    1.968779276    1.968780375    1.968784355
   16.472945892    1.962448560    1.962449656    1.962453628
   16.533066132    1.956178440    1.956179534    1.956183498
   16.593186373    1.949968160    1.949969251    1.949973207
   16.653306613    1.943816973    1.943818063    1.943822010
   16.713426854    1.937724146    1.937725233    1.937729172
   16.773547094    1.931688956    1.931690040    1.931693971
   16.833667335    1.925710689    1.925711772    1.925715694
   16.893787575    1.919788646    1.919789726    1.919793640
   16.953907816    1.913922135    1.913923213    1.913927119
   17.014028056    1.908110476    1.908111552    1.908115450
   17.074148297    1.902352999    1.902354072    1.902357962
   17.134268537    1.896649044    1.896650115    1.896653997
   17.194388778    1.890997960    1.890999029    1.891002903
   17.254509018    1.885399108    1.885400175    1.885404040
   17.314629259    1.879851856    1.879852920    1.879856777
   17.374749499    1.874355582    1.874356644    1.874360493
   17.434869739    1.868909674    1.868910734    1.868914575
   17.494989980    1.863513529    1.863514586    1.863518419
   17.555110220    1.858166552    1.858167607    1.858171431
   17.615230461    1.852868157    1.852869209    1.852873026
   17.675350701    1.847617766    1.847618817    1.847622625
   17.735470942    1.842414812    1.842415860    1.842419660
   17.795591182    1.837258733    1.837259779    1.837263571
   17.855711423    1.832148977    1.832150021    1.832153805
   17.915831663    1.827084999    1.827086041    1.827089817
   17.975951904    1.822066263    1.822067303    1.822071070
   18.036072144    1.817092240    1.817093277    1.817097037
   18.096192385    1.812162409    1.812163444    1.812167195
   18.156312625    1.807276255    1.807277288    1.807281031
   18.216432866    1.802433273    1.802434303    1.802438039
   18.276553106    1.797632962    1.797633991    1.797637718
   18.336673347    1.792874832    1.792875858    1.792879577
   18.396793587    1.788158396    1.788159420    1.788163131
   18.456913828    1.783483176    1.783484198    1.783487901
   18.517034068    1.778848701    1.778849720    1.778853416
   18.577154309    1.774254505    1.774255523    1.774259210
   18.637274549    1.769700131    1.769701146    1.769704825
   18.697394790    1.765185126    1.765186139    1.765189810
   18.757515030    1.760709044    1.760710054    1.760713718
   18.817635271    1.756271446    1.756272454    1.756276110
   18.877755511    1.751871898    1.751872904    1.751876552
   18.937875752    1.747509973    1.747510977    1.747514617
   18.997995992    1.743185250    1.743186252    1.743189884
   19.058116232    1.738897313    1.738898312    1.738901936
   19.118236473    1.734645751    1.734646748    1.734650364
   19.178356713    1.730430160    1.730431156    1.730434764
   19.238476954    1.726250142    1.726251135    1.726254735
   19.298597194    1.722105303    1.722106294    1.722109886
   19.358717435    1.717995255    1.717996244    1.717999828
   19.418837675    1.713919615    1.713920602    1.713924178
   19.478957916    1.709878006    1.709878990    1.709882559
   19.539078156    1.705870055    1.705871037    1.705874598
   19.599198397    1.701895394    1.701896374    1.701899927
   19.659318637    1.697953661    1.697954639    1.697958184
   19.719438878    1.694044499    1.694045474    1.694049012
   19.779559118    1.690167554    1.690168527    1.690172057
   19.839679359    1.686322478    1.686323449    1.686326971
   19.899799599    1.682508927    1.682509896    1.682513411
   19.959919840    1.678726563    1.678727530    1.678731037
   20.020040080    1.674975052    1.674976017    1.674979515
   20.080160321    1.671254062    1.671255024    1.671258515
   20.140280561    1.667563268    1.667564228    1.667567712
   20.200400802    1.663902349    1.663903307    1.663906783
   20.260521042    1.660270987    1.660271943    1.660275411
   20.320641283    1.656668869    1.656669824    1.656673284
   20.380761523    1.653095687    1.653096639    1.653100092
   20.440881764    1.649551135    1.649552085    1.649555530
   20.501002004    1.646034912    1.646035860    1.646039297
   20.561122244    1.642546722    1.642547667    1.642551097
   20.621242485    1.639086270    1.639087213    1.639090635
   20.681362725    1.635653267    1.635654208    1.635657623
   20.741482966    1.632247427    1.632248367    1.632251773
   20.801603206    1.628868469    1.628869406    1.628872805
   20.861723447    1.625516114    1.625517049    1.625520440
   20.921843687    1.622190086    1.622191019    1.622194403
   20.981963928    1.618890114    1.618891046    1.618894422
   21.042084168    1.615615931    1.615616860    1.615620229
   21.102204409    1.612367272    1.612368199    1.612371560
   21.162324649    1.609143875    1.609144800    1.609148153
   21.222444890    1.605945482    1.605946405    1.605949751
   21.282565130    1.602771839    1.602772760    1.602776098
   21.342685371    1.599622694    1.599623613    1.599626944
   21.402805611    1.596497799    1.596498716    1.596502039
   21.462925852    1.593396908    1.593397823    1.593401139
   21.523046092    1.590319780    1.590320692    1.590324001
   21.583166333    1.587266175    1.587267085    1.587270387
   21.643286573    1.584235856    1.584236765    1.584240059
   21.703406814    1.581228592    1.581229498    1.581232785
   21.763527054    1.578244150    1.578245054    1.578248333
   21.823647295    1.575282304    1.575283206    1.575286478
   21.883767535    1.572342828    1.572343729    1.572346993
   21.943887776    1.569425502    1.569426400    1.569429657
   22.004008016    1.566530104    1.566531001    1.566534250
   22.064128257    1.563656420    1.563657314    1.563660557
   22.124248497    1.560804235    1.560805127    1.560808362
   22.184368737    1.557973336    1.557974226    1.557977454
   22.244488978    1.555163517    1.555164405    1.555167626
   22.304609218    1.552374570    1.552375456    1.552378669
   22.364729459    1.549606291    1.549607175    1.549610381
   22.424849699    1.546858480    1.546859362    1.546862561
   22.484969940    1.544130936    1.544131816    1.544135008
   22.545090180    1.541423465    1.541424343    1.541427527
   22.605210421    1.538735871    1.538736747    1.538739924
   22.665330661    1.536067962    1.536068837    1.536072007
   22.725450902    1.533419550    1.533420422    1.533423585
   22.785571142    1.530790447    1.530791317    1.530794473
   22.845691383    1.528180467    1.528181335    1.528184484
   22.905811623    1.525589428    1.525590294    1.525593435
   22.965931864    1.523017149    1.523018013    1.523021147
   23.026052104    1.520463451    1.520464313    1.520467440
   23.086172345    1.517928158    1.517929018    1.517932138
   23.146292585    1.515411095    1.515411953    1.515415066
   23.206412826    1.512912090    1.512912947    1.512916053
   23.266533066    1.510430973    1.510431827    1.510434927
   23.326653307    1.507967575    1.507968427    1.507971519
   23.386773547    1.505521730    1.505522580    1.505525665
   23.446893788    1.503093272    1.503094121    1.503097199
   23.507014028    1.500682041    1.500682887    1.500685958
   23.567134269    1.498287874    1.498288718    1.498291782
   23.627254509    1.495910612    1.495911455    1.495914512
   23.687374749    1.493550100    1.493550941    1.493553991
   23.747494990    1.491206181    1.491207020    1.491210064
   23.807615230    1.488878703    1.488879540    1.488882576
   23.867735471    1.486567513    1.486568348    1.486571377
   23.927855711    1.484272461    1.484273294    1.484276316
   23.987975952    1.481993399    1.481994230    1.481997246
   24.048096192    1.479730180    1.479731010    1.479734018
   24.108216433    1.477482660    1.477483488    1.477486490
   24.168336673    1.475250695    1.475251521    1.475254516
   24.228456914    1.473034144    1.473034968    1.473037956
   24.288577154    1.470832866    1.470833688    1.470836670
   24.348697395    1.468646723    1.468647543    1.468650518
   24.408817635    1.466475578    1.466476396    1.466479364
   24.468937876    1.464319295    1.464320112    1.464323073
   24.529058116    1.462177741    1.462178556    1.462181510
   24.589178357    1.460050783    1.460051596    1.460054543
   24.649298597    1.457938290    1.457939101    1.457942042
   24.709418838    1.455840133    1.455840942    1.455843876
   24.769539078    1.453756183    1.453756990    1.453759918
   24.829659319    1.451686314    1.451687119    1.451690040
   24.889779559    1.449630400    1.449631204    1.449634118
   24.949899800    1.447588319    1.447589120    1.447592028
   25.010020040    1.445559946    1.445560746    1.445563647
   25.070140281    1.443545161    1.443545959    1.443548854
   25.130260521    1.441543845    1.441544641    1.441547529
   25.190380762    1.439555878    1.439556672    1.439559553
   25.250501002    1.437581143    1.437581936    1.437584810
   25.310621242    1.435619525    1.435620316    1.435623184
   25.370741483    1.433670908    1.433671697    1.433674558
   25.430861723    1.431735179    1.431735966    1.431738821
   25.490981964    1.429812226    1.429813011    1.429815860
   25.551102204    1.427901938    1.427902721    1.427905563
   25.611222445    1.426004204    1.426004986    1.426007821
   25.671342685    1.424118917    1.424119696    1.424122525
   25.731462926    1.422245968    1.422246746    1.422249568
   25.791583166    1.420385251    1.420386027    1.420388844
   25.851703407    1.418536662    1.418537436    1.418540246
   25.911823647    1.416700095    1.416700868    1.416703671
   25.971943888    1.414875448    1.414876219    1.414879016
   26.032064128    1.413062619    1.413063388    1.413066179
   26.092184369    1.411261507    1.411262275    1.411265059
   26.152304609    1.409472012    1.409472778    1.409475556
   26.212424850    1.407694036    1.407694800    1.407697572
   26.272545090    1.405927481    1.405928244    1.405931009
   26.332665331    1.404172250    1.404173011    1.404175770
   26.392785571    1.402428248    1.402429007    1.402431759
   26.452905812    1.400695379    1.400696136    1.400698883
   26.513026052    1.398973551    1.398974306    1.398977046
   26.573146293    1.397262670    1.397263424    1.397266157
   26.633266533    1.395562645    1.395563397    1.395566124
   26.693386774    1.393873385    1.393874135    1.393876856
   26.753507014    1.392194800    1.392195548    1.392198264
   26.813627255    1.390526801    1.390527548    1.390530257
   26.873747495    1.388869301    1.388870046    1.388872749
   26.933867735    1.387222212    1.387222955    1.387225651
   26.993987976    1.385585447    1.385586189    1.385588879
   27.054108216    1.383958922    1.383959662    1.383962347
   27.114228457    1.382342553    1.382343291    1.382345969
   27.174348697    1.380736255    1.380736992    1.380739664
   27.234468938    1.379139946    1.379140681    1.379143347
   27.294589178    1.377553544    1.377554277    1.377556937
   27.354709419    1.375976968    1.375977699    1.375980353
   27.414829659    1.374410137    1.374410867    1.374413515
   27.474949900    1.372852973    1.372853701    1.372856343
   27.535070140    1.371305396    1.371306123    1.371308759
   27.595190381    1.369767329    1.369768054    1.369770684
   27.655310621    1.368238695    1.368239419    1.368242042
   27.715430862    1.366719418    1.366720139    1.366722757
   27.775551102    1.365209421    1.365210141    1.365212753
   27.835671343    1.363708631    1.363709349    1.363711955
   27.895791583    1.362216972    1.362217689    1.362220289
   27.955911824    1.360734373    1.360735088    1.360737682
   28.016032064    1.359260760    1.359261473    1.359264062
   28.076152305    1.357796061    1.357796773    1.357799356
   28.136272545    1.356340206    1.356340916    1.356343493
   28.196392786    1.354893124    1.354893833    1.354896403
   28.256513026    1.353454745    1.353455452    1.353458017
   28.316633267    1.352025000    1.352025706    1.352028265
   28.376753507    1.350603821    1.350604525    1.350607078
   28.436873747    1.349191141    1.349191843    1.349194390
   28.496993988    1.347786891    1.347787592    1.347790133
   28.557114228    1.346391006    1.346391705    1.346394241
   28.617234469    1.345003420    1.345004118    1.345006648
   28.677354709    1.343624068    1.343624764    1.343627288
   28.737474950    1.342252886    1.342253580    1.342256099
   28.797595190    1.340889809    1.340890502    1.340893015
   28.857715431    1.339534775    1.339535466    1.339537973
   28.917835671    1.338187720    1.338188410    1.338190911
   28.977955912    1.336848584    1.336849272    1.336851767
   29.038076152    1.335517304    1.335517990    1.335520480
   29.098196393    1.334193819    1.334194504    1.334196988
   29.158316633    1.332878070    1.332878753    1.332881232
   29.218436874    1.331569996    1.331570678    1.331573151
   29.278557114    1.330269540    1.330270220    1.330272687
   29.338677355    1.328976641    1.328977320    1.328979782
   29.398797595    1.327691242    1.327691920    1.327694376
   29.458917836    1.326413287    1.326413962    1.326416413
   29.519038076    1.325142717    1.325143391    1.325145836
   29.579158317    1.323879477    1.323880149    1.323882589
   29.639278557    1.322623510    1.322624181    1.322626616
   29.699398798    1.321374762    1.321375432    1.321377861
   29.759519038    1.320133178    1.320133846    1.320136269
   29.819639279    1.318898703    1.318899370    1.318901788
   29.879759519    1.317671285    1.317671950    1.317674362
   29.939879760    1.316450868    1.316451532    1.316453939
   30.000000000    1.315237402    1.315238064    1.315240465
