# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    9.619238477    1.540555946    1.540555910    1.540556062
    9.679358717    1.184898959    1.184898983    1.184898988
    9.739478958    0.972433809    0.972433818    0.972433847
    9.799599198    0.954385548    0.954385556    0.954385564
    9.859719439    0.891123699    0.891123728    0.891123664
    9.919839679    0.661115228    0.661115251    0.661115205
    9.979959920    0.497711791    0.497711806    0.497711795
   10.040080160    0.417444132    0.417444142    0.417444150
   10.100200401    0.385320351    0.385320359    0.385320375
   10.160320641    0.390665782    0.390665789    0.390665811
   10.220440882    0.443076201    0.443076206    0.443076237
   10.280561122    0.544222457    0.544222460    0.544222495
   10.340681363    0.584638504    0.584638507    0.584638533
   10.400801603    0.551940883    0.551940879    0.551940921
   10.460921844    0.585096623    0.585096607    0.585096674
   10.521042084    0.729270788    0.729270754    0.729270857
   10.581162325    0.913839729    0.913839706    0.913839800
   10.641282565    0.948222600    0.948222604    0.948222638
   10.701402806    1.081757635    1.081757591    1.081757699
   10.761523046    1.461202442    1.461202413    1.461202446
   10.821643287    1.767189780    1.767189910    1.767189689
   10.881763527    1.618611453    1.618611592    1.618611408
   10.941883768    1.169387150    1.169387230    1.169387149
   11.002004008    0.903015850    0.903015932    0.903015851
   11.062124248    0.895801318    0.895801407    0.895801322
   11.122244489    0.940425345    0.940425329    0.940425414
   11.182364729    0.807738529    0.807738452    0.807738615
   11.242484970    0.668713938    0.668713881    0.668714012
   11.302605210    0.652086258    0.652086203    0.652086332
   11.362725451    0.765100381    0.765100302    0.765100468
   11.422845691    0.945060092    0.945060066    0.945060143
   11.482965932    0.859291068    0.859291124    0.859291054
   11.543086172    0.683817851    0.683817872    0.683817841
   11.603206413    0.656815543    0.656815522    0.656815558
   11.663326653    0.674513951    0.674513986    0.674514010
   11.723446894    0.579104453    0.579104535    0.579104504
   11.783567134    0.486722280    0.486722316    0.486722343
   11.843687375    0.464557265    0.464557275    0.464557329
   11.903807615    0.452141708    0.452141739    0.452141741
   11.963927856    0.430436152    0.430436188    0.430436183
   12.024048096    0.429420881    0.429420910    0.429420925
   12.084168337    0.420198250    0.420198265    0.420198310
   12.144288577    0.472338064    0.472338072    0.472338137
   12.204408818    0.541920805    0.541920833    0.541920868
   12.264529058    0.548134059    0.548134103    0.548134099
   12.324649299    0.525191734    0.525191773    0.525191762
   12.384769539    0.517928005    0.517928035    0.517928029
   12.444889780    0.460826981    0.460827010    0.460826983
   12.505010020    0.428567906    0.428567943    0.428567896
   12.565130261    0.450183676    0.450183677    0.450183708
   12.625250501    0.456876036    0.456876030    0.456876070
   12.685370741    0.431946337    0.431946328    0.431946405
   12.745490982    0.349641839    0.349641843    0.349641901
   12.805611222    0.295054911    0.295054932    0.295054955
   12.865731463    0.308369276    0.308369313    0.308369311
   12.925851703    0.364842984    0.364843006    0.364843028
   12.985971944    0.371109206    0.371109192    0.371109273
   13.046092184    0.350393720    0.350393714    0.350393788
   13.106212425    0.379675868    0.379675876    0.379675928
   13.166332665    0.395726745    0.395726776    0.395726759
   13.226452906    0.375392887    0.375392901    0.375392921
   13.286573146    0.367617868    0.367617857    0.367617937
   13.346693387    0.363498358    0.363498368    0.363498412
   13.406813627    0.356237784    0.356237807    0.356237835
   13.466933868    0.345406800    0.345406814    0.345406848
   13.527054108    0.333177472    0.333177484    0.333177525
   13.587174349    0.342898657    0.342898671    0.342898717
   13.647294589    0.362491212    0.362491213    0.362491281
   13.707414830    0.327458245    0.327458246    0.327458305
   13.767535070    0.266952079    0.266952091    0.266952134
   13.827655311    0.224288163    0.224288174    0.224288227
   13.887775551    0.212483301    0.212483315    0.212483365
   13.947895792    0.227017029    0.227017047    0.227017086
   14.008016032    0.254454446    0.254454465    0.254454502
   14.068136273    0.258935849    0.258935857    0.258935918
   14.128256513    0.240630058    0.240630059    0.240630129
   14.188376754    0.249806609    0.249806607    0.249806680
   14.248496994    0.282713824    0.282713818    0.282713898
   14.308617234    0.330509493    0.330509504    0.330509553
   14.368737475    0.370551921    0.370551938    0.370551991
   14.428857715    0.382821387    0.382821402    0.382821452
   14.488977956    0.431624122    0.431624143    0.431624169
   14.549098196    0.495474258    0.495474299    0.495474318
   14.609218437    0.535806228    0.535806248    0.535806301
   14.669338677    0.528124515    0.528124504    0.528124601
   14.729458918    0.540300164    0.540300164    0.540300252
   14.789579158    0.554323209    0.554323228    0.554323288
   14.849699399    0.526870428    0.526870431    0.526870507
   14.909819639    0.512823680    0.512823691    0.512823761
   14.969939880    0.509756731    0.509756760    0.509756789
   15.030060120    0.503767389    0.503767418    0.503767438
   15.090180361    0.425319735    0.425319748    0.425319824
   15.150300601    0.336241417    0.336241420    0.336241519
   15.210420842    0.296530842    0.296530846    0.296530945
   15.270541082    0.277806443    0.277806468    0.277806519
   15.330661323    0.269238406    0.269238435    0.269238473
   15.390781563    0.247672234    0.247672254    0.247672309
   15.450901804    0.235067551    0.235067560    0.235067638
   15.511022044    0.230889506    0.230889500    0.230889610
   15.571142285    0.238301081    0.238301061    0.238301191
   15.631262525    0.242426441    0.242426449    0.242426516
   15.691382766    0.222553288    0.222553314    0.222553355
   15.751503006    0.202074991    0.202075017    0.202075074
   15.811623246    0.173098409    0.173098433    0.173098502
   15.871743487    0.156502730    0.156502750    0.156502824
   15.931863727    0.158574560    0.158574574    0.158574658
   15.991983968    0.167381692    0.167381694    0.167381804
   16.052104208    0.186516171    0.186516171    0.186516286
   16.112224449    0.210104995    0.210105022    0.210105084
   16.172344689    0.210745658    0.210745691    0.210745742
   16.232464930    0.165555510    0.165555541    0.165555597
   16.292585170    0.126906398    0.126906423    0.126906491
   16.352705411    0.114749196    0.114749221    0.114749292
   16.412825651    0.110067379    0.110067406    0.110067475
   16.472945892    0.098731658    0.098731684    0.098731756
   16.533066132    0.098017429    0.098017453    0.098017531
   16.593186373    0.112993613    0.112993638    0.112993715
   16.653306613    0.120018496    0.120018523    0.120018597
   16.713426854    0.115321291    0.115321319    0.115321394
   16.773547094    0.128979430    0.128979460    0.128979533
   16.833667335    0.149206203    0.149206228    0.149206320
   16.893787575    0.153175371    0.153175392    0.153175495
   16.953907816    0.137519736    0.137519755    0.137519859
   17.014028056    0.138465359    0.138465384    0.138465481
   17.074148297    0.146799718    0.146799754    0.146799833
   17.134268537    0.139764420    0.139764455    0.139764533
   17.194388778    0.147014734    0.147014764    0.147014853
   17.254509018    0.147114952    0.147114962    0.147115100
   17.314629259    0.134959563    0.134959579    0.134959708
   17.374749499    0.119072375    0.119072403    0.119072508
   17.434869739    0.107486093    0.107486119    0.107486230
   17.494989980    0.108730092    0.108730121    0.108730227
   17.555110220    0.121906049    0.121906080    0.121906183
   17.615230461    0.116049396    0.116049428    0.116049535
   17.675350701    0.094958686    0.094958718    0.094958829
   17.735470942    0.083247272    0.083247304    0.083247416
   17.795591182    0.084401764    0.084401795    0.084401910
   17.855711423    0.104184780    0.104184810    0.104184930
   17.915831663    0.124405240    0.124405273    0.124405391
   17.975951904    0.109349602    0.109349636    0.109349754
   18.036072144    0.092973524    0.092973558    0.092973679
   18.096192385    0.090424951    0.090424987    0.090425109
   18.156312625    0.091896285    0.091896324    0.091896441
   18.216432866    0.093740717    0.093740760    0.093740871
   18.276553106    0.104677137    0.104677180    0.104677289
   18.336673347    0.117711439    0.117711479    0.117711600
   18.396793587    0.108992089    0.108992126    0.108992270
   18.456913828    0.102156319    0.102156357    0.102156499
   18.517034068    0.111966367    0.111966408    0.111966543
   18.577154309    0.133566425    0.133566468    0.133566602
   18.637274549    0.133675847    0.133675887    0.133676030
   18.697394790    0.121163160    0.121163203    0.121163346
   18.757515030    0.111507256    0.111507296    0.111507451
   18.817635271    0.090273461    0.090273500    0.090273665
   18.877755511    0.077816048    0.077816090    0.077816256
   18.937875752    0.083267874    0.083267919    0.083268088
   18.997995992    0.102211456    0.102211502    0.102211673
   19.058116232    0.104485691    0.104485742    0.104485900
   19.118236473    0.093331989    0.093332043    0.093332201
   19.178356713    0.091009503    0.091009560    0.091009723
   19.238476954    0.104842681    0.104842741    0.104842908
   19.298597194    0.117621824    0.117621877    0.117622047
   19.358717435    0.117359548    0.117359595    0.117359779
   19.418837675    0.110274912    0.110274963    0.110275152
   19.478957916    0.091772669    0.091772721    0.091772921
   19.539078156    0.076248001    0.076248053    0.076248262
   19.599198397    0.069117478    0.069117533    0.069117739
   19.659318637    0.061450809    0.061450867    0.061451078
   19.719438878    0.056028537    0.056028599    0.056028813
   19.779559118    0.060532148    0.060532211    0.060532430
   19.839679359    0.072112964    0.072113027    0.072113253
   19.899799599    0.072676433    0.072676493    0.072676730
   19.959919840    0.059860148    0.059860211    0.059860449
   20.020040080    0.052022256    0.052022322    0.052022563
   20.080160321    0.052120319    0.052120386    0.052120632
   20.140280561    0.053698822    0.053698893    0.053699142
   20.200400802    0.057083647    0.057083721    0.057083976
   20.260521042    0.066877086    0.066877160    0.066877423
   20.320641283    0.075425240    0.075425311    0.075425590
   20.380761523    0.082354621    0.082354692    0.082354980
   20.440881764    0.088706652    0.088706726    0.088707016
   20.501002004    0.081033894    0.081033973    0.081034259
   20.561122244    0.072474998    0.072475082    0.072475376
   20.621242485    0.072669445    0.072669531    0.072669841
   20.681362725    0.080040736    0.080040823    0.080041150
   20.741482966    0.080222527    0.080222620    0.080222954
   20.801603206    0.070176445    0.070176542    0.070176882
   20.861723447    0.065467967    0.065468065    0.065468415
   20.921843687    0.066896285    0.066896382    0.066896750
   20.981963928    0.064456343    0.064456439    0.064456830
   21.042084168    0.060945960    0.060946061    0.060946463
   21.102204409    0.058673382    0.058673490    0.058673902
   21.162324649    0.055404000    0.055404115    0.055404534
   21.222444890    0.054028578    0.054028698    0.054029124
   21.282565130    0.054532753    0.054532876    0.054533316
   21.342685371    0.058882500    0.058882625    0.058883083
   21.402805611    0.068061396    0.068061524    0.068062001
   21.462925852    0.065316972    0.065317109    0.065317597
   21.523046092    0.056579192    0.056579332    0.056579835
   21.583166333    0.048395256    0.048395399    0.048395923
   21.643286573    0.037903631    0.037903779    0.037904324
   21.703406814    0.030177911    0.030178065    0.030178631
   21.763527054    0.026889103    0.026889264    0.026889853
   21.823647295    0.026724223    0.026724392    0.026725005
   21.883767535    0.027404118    0.027404294    0.027404932
   21.943887776    0.028128311    0.028128495    0.028129159
   22.004008016    0.030505609    0.030505801    0.030506495
   22.064128257    0.036668534    0.036668736    0.036669460
   22.124248497    0.045883497    0.045883708    0.045884466
   22.184368737    0.050080428    0.050080646    0.050081438
   22.244488978    0.050291306    0.050291532    0.050292366
   22.304609218    0.046979550    0.046979788    0.046980664
   22.364729459    0.047808776    0.047809030    0.047809947
   22.424849699    0.055450667    0.055450938    0.055451903
   22.484969940    0.062901357    0.062901644    0.062902666
   22.545090180    0.063501116    0.063501415    0.063502498
   22.605210421    0.068874752    0.068875059    0.068876210
   22.665330661    0.080225405    0.080225727    0.080226945
   22.725450902    0.077444080    0.077444421    0.077445705
   22.785571142    0.054592680    0.054593045    0.054594404
   22.845691383    0.039120478    0.039120869    0.039122311
   22.905811623    0.032782751    0.032783168    0.032784705
   22.965931864    0.030636892    0.030637339    0.030638980
   23.026052104    0.032240780    0.032241257    0.032243017
   23.086172345    0.039878048    0.039878557    0.039880451
   23.146292585    0.050789619    0.050790165    0.050792206
   23.206412826    0.057892466    0.057893060    0.057895258
   23.266533066    0.060445338    0.060445986    0.060448365
   23.326653307    0.055444454    0.055445164    0.055447762
   23.386773547    0.043430637    0.043431416    0.043434263
   23.446893788    0.036025974    0.036026834    0.036029959
   23.507014028    0.033275752    0.033276701    0.033280145
   23.567134269    0.035176255    0.035177308    0.035181126
   23.627254509    0.042298366    0.042299541    0.042303801
   23.687374749    0.053993241    0.053994568    0.053999344
   23.747494990    0.063014955    0.063016466    0.063021854
   23.807615230    0.062239900    0.062241623    0.062247760
   23.867735471    0.050599920    0.050601890    0.050608969
   23.927855711    0.044797522    0.044799811    0.044808056
   23.987975952    0.041754309    0.041757006    0.041766720
   24.048096192    0.037796701    0.037799923    0.037811545
   24.108216433    0.034776477    0.034780393    0.034794555
   24.168336673    0.031334307    0.031339172    0.031356793
   24.228456914    0.032281454    0.032287658    0.032310143
   24.288577154    0.035898277    0.035906447    0.035936070
   24.348697395    0.039290300    0.039301509    0.039342161
   24.408817635    0.039674840    0.039691046    0.039749896
   24.468937876    0.035138992    0.035164101    0.035255418
   24.529058116    0.030518528    0.030560938    0.030715194
   24.589178357    0.029631767    0.029708422    0.029987039
   24.649298597    0.030247413    0.030368654    0.030809069
   24.709418838    0.029492530    0.029601423    0.029996960
   24.769539078    0.027678925    0.027742024    0.027971288
   24.829659319    0.025611891    0.025647306    0.025776029
   24.889779559    0.022179612    0.022201197    0.022279668
   24.949899800    0.018147825    0.018162090    0.018213957
   25.010020040    0.015859887    0.015869937    0.015906473
   25.070140281    0.015379819    0.015387251    0.015414280
   25.130260521    0.014905716    0.014911423    0.014932194
   25.190380762    0.015642838    0.015647354    0.015663801
   25.250501002    0.017914149    0.017917812    0.017931157
   25.310621242    0.018990033    0.018993063    0.019004113
   25.370741483    0.019159407    0.019161955    0.019171260
   25.430861723    0.019677317    0.019679485    0.019687435
   25.490981964    0.022029143    0.022031004    0.022037885
   25.551102204    0.023178785    0.023180402    0.023186426
   25.611222445    0.019079296    0.019080729    0.019086044
   25.671342685    0.016456838    0.016458116    0.016462846
   25.731462926    0.017292362    0.017293507    0.017297751
   25.791583166    0.020823284    0.020824308    0.020828151
   25.851703407    0.024765680    0.024766594    0.024770102
   25.911823647    0.025643963    0.025644795    0.025648003
   25.971943888    0.024192013    0.024192793    0.024195724
   26.032064128    0.024681557    0.024682290    0.024684981
   26.092184369    0.023677540    0.023678228    0.023680716
   26.152304609    0.018251400    0.018252042    0.018254363
   26.212424850    0.014861062    0.014861664    0.014863840
   26.272545090    0.013841553    0.013842120    0.013844168
   26.332665331    0.012857999    0.012858535    0.012860469
   26.392785571    0.012429766    0.012430276    0.012432108
   26.452905812    0.013357190    0.013357677    0.013359421
   26.513026052    0.015938246    0.015938714    0.015940381
   26.573146293    0.018845228    0.018845676    0.018847276
   26.633266533    0.019957088    0.019957514    0.019959054
   26.693386774    0.016995090    0.016995498    0.016996981
   26.753507014    0.014671485    0.014671878    0.014673311
   26.813627255    0.015112803    0.015113185    0.015114574
   26.873747495    0.018563534    0.018563905    0.018565257
   26.933867735    0.024141177    0.024141540    0.024142860
   26.993987976    0.023536525    0.023536880    0.023538175
   27.054108216    0.019690067    0.019690416    0.019691694
   27.114228457    0.019301430    0.019301772    0.019303039
   27.174348697    0.022156390    0.022156726    0.022157989
   27.234468938    0.022898520    0.022898857    0.022900108
   27.294589178    0.019354074    0.019354415    0.019355658
   27.354709419    0.016518053    0.016518396    0.016519641
   27.414829659    0.014856601    0.014856945    0.014858198
   27.474949900    0.014499883    0.014500229    0.014501494
   27.535070140    0.016896964    0.016897315    0.016898596
   27.595190381    0.021152387    0.021152744    0.021154046
   27.655310621    0.024909039    0.024909405    0.024910737
   27.715430862    0.023356871    0.023357247    0.023358615
   27.775551102    0.016997269    0.016997656    0.016999065
   27.835671343    0.012709705    0.012710107    0.012711563
   27.895791583    0.010479516    0.010479934    0.010481447
   27.955911824    0.009280388    0.009280825    0.009282404
   28.016032064    0.009220191    0.009220650    0.009222305
   28.076152305    0.010493177    0.010493661    0.010495405
   28.136272545    0.013215641    0.013216156    0.013218003
   28.196392786    0.014589328    0.014589879    0.014591844
   28.256513026    0.013318760    0.013319356    0.013321457
   28.316633267    0.013907058    0.013907710    0.013909968
   28.376753507    0.017278584    0.017279305    0.017281745
   28.436873747    0.018854651    0.018855431    0.018858098
   28.496993988    0.016901645    0.016902480    0.016905423
   28.557114228    0.015202913    0.015203823    0.015207088
   28.617234469    0.013473176    0.013474185    0.013477834
   28.677354709    0.011874599    0.011875734    0.011879846
   28.737474950    0.009974264    0.009975559    0.009980240
   28.797595190    0.009181716    0.009183212    0.009188603
   28.857715431    0.008799380    0.008801127    0.008807417
   28.917835671    0.008519477    0.008521540    0.008528997
   28.977955912    0.009254819    0.009257302    0.009266297
   29.038076152    0.009871319    0.009874376    0.009885457
   29.098196393    0.008721726    0.008725588    0.008739594
   29.158316633    0.008025653    0.008030692    0.008048962
   29.218436874    0.008107819    0.008114659    0.008139465
   29.278557114    0.008769906    0.008779680    0.008815131
   29.338677355    0.009164865    0.009179795    0.009233948
   29.398797595    0.009123368    0.009148159    0.009238077
   29.458917836    0.008970470    0.009014940    0.009176275
   29.519038076    0.009809100    0.009883297    0.010152588
   29.579158317    0.012146961    0.012221935    0.012494082
   29.639278557    0.012911145    0.012956443    0.013120874
   29.699398798    0.009821280    0.009846487    0.009937988
   29.759519038    0.007350974    0.007366107    0.007421035
   29.819639279    0.006406812    0.006416688    0.006452533
   29.879759519    0.006570678    0.006577568    0.006602571
   29.939879760    0.007055413    0.007060473    0.007078826
   30.000000000    0.006192948    0.006196816    0.006210842
