# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
   14.549098196   -0.403806038   -0.403803742   -0.403795355
   14.609218437   -0.451243537   -0.451241260   -0.451232809
   14.669338677   -0.489440558   -0.489438256   -0.489429797
   14.729458918   -0.498803603   -0.498801263   -0.498792814
   14.789579158   -0.545993298   -0.545990962   -0.545982470
   14.849699399   -0.578417179   -0.578414836   -0.578406306
   14.909819639   -0.591770755   -0.591768383   -0.591759846
   14.969939880   -0.610395343   -0.610392970   -0.610384397
   15.030060120   -0.662165719   -0.662163355   -0.662154687
   15.090180361   -0.720077518   -0.720075149   -0.720066434
   15.150300601   -0.692664514   -0.692662127   -0.692653404
   15.210420842   -0.647631955   -0.647629543   -0.647620820
   15.270541082   -0.610825631   -0.610823205   -0.610814460
   15.330661323   -0.588479142   -0.588476725   -0.588467900
   15.390781563   -0.570267653   -0.570265233   -0.570256352
   15.450901804   -0.540212018   -0.540209592   -0.540200661
   15.511022044   -0.513364200   -0.513361759   -0.513352801
   15.571142285   -0.493992016   -0.493989541   -0.493980591
   15.631262525   -0.496812603   -0.496810091   -0.496801142
   15.691382766   -0.497255918   -0.497253413   -0.497244372
   15.751503006   -0.488667729   -0.488665220   -0.488656122
   15.811623246   -0.468873320   -0.468870807   -0.468861663
   15.871743487   -0.432467100   -0.432464580   -0.432455393
   15.931863727   -0.397320468   -0.397317939   -0.397308703
   15.991983968   -0.372333571   -0.372331025   -0.372321753
   16.052104208   -0.351897679   -0.351895098   -0.351885828
   16.112224449   -0.357770944   -0.357768345   -0.357759041
   16.172344689   -0.387987848   -0.387985253   -0.387975874
   16.232464930   -0.402671795   -0.402669195   -0.402659754
   16.292585170   -0.374171691   -0.374169080   -0.374159588
   16.352705411   -0.339657896   -0.339655269   -0.339645734
   16.412825651   -0.317577246   -0.317574606   -0.317565023
   16.472945892   -0.292783284   -0.292780634   -0.292770996
   16.533066132   -0.259005035   -0.259002371   -0.258992684
   16.593186373   -0.234644393   -0.234641712   -0.234631981
   16.653306613   -0.228636535   -0.228633842   -0.228624054
   16.713426854   -0.209948700   -0.209945992   -0.209936153
   16.773547094   -0.186024265   -0.186021547   -0.186011643
   16.833667335   -0.182734037   -0.182731308   -0.182721344
   16.893787575   -0.192873236   -0.192870490   -0.192860484
   16.953907816   -0.188812784   -0.188810016   -0.188799967
   17.014028056   -0.168749217   -0.168746429   -0.168736334
   17.074148297   -0.167192640   -0.167189841   -0.167179684
   17.134268537   -0.161386273   -0.161383466   -0.161373237
   17.194388778   -0.151202031   -0.151199218   -0.151188904
   17.254509018   -0.159173449   -0.159170615   -0.159160251
   17.314629259   -0.158564257   -0.158561386   -0.158551009
   17.374749499   -0.151865047   -0.151862164   -0.151851716
   17.434869739   -0.132612850   -0.132609952   -0.132599440
   17.494989980   -0.111480692   -0.111477775   -0.111467203
   17.555110220   -0.103780980   -0.103778046   -0.103767406
   17.615230461   -0.114125612   -0.114122662   -0.114111952
   17.675350701   -0.104085487   -0.104082521   -0.104071746
   17.735470942   -0.081182352   -0.081179368   -0.081168525
   17.795591182   -0.052903824   -0.052900821   -0.052889909
   17.855711423   -0.032321786   -0.032318763   -0.032307784
   17.915831663   -0.042335953   -0.042332908   -0.042321862
   17.975951904   -0.054259427   -0.054256363   -0.054245243
   18.036072144   -0.039819397   -0.039816313   -0.039805121
   18.096192385   -0.021828984   -0.021825878   -0.021814614
   18.156312625   -0.007615692   -0.007612563   -0.007601228
   18.216432866    0.006625456    0.006628603    0.006640022
   18.276553106    0.021171171    0.021174334    0.021185841
   18.336673347    0.018257085    0.018260268    0.018271873
   18.396793587    0.014184179    0.014187387    0.014199062
   18.456913828    0.030093295    0.030096528    0.030108274
   18.517034068    0.047142188    0.047145445    0.047157274
   18.577154309    0.047046338    0.047049615    0.047061539
   18.637274549    0.027190424    0.027193725    0.027205738
   18.697394790    0.025371853    0.025375181    0.025387284
   18.757515030    0.022317011    0.022320361    0.022332562
   18.817635271    0.028936770    0.028940150    0.028952435
   18.877755511    0.052050619    0.052054027    0.052066401
   18.937875752    0.077064066    0.077067501    0.077079968
   18.997995992    0.085421831    0.085425294    0.085437851
   19.058116232    0.075580502    0.075583993    0.075596649
   19.118236473    0.080740897    0.080744413    0.080757183
   19.178356713    0.097037929    0.097041472    0.097054351
   19.238476954    0.109740054    0.109743621    0.109756609
   19.298597194    0.102131308    0.102134899    0.102148003
   19.358717435    0.093305870    0.093309497    0.093322715
   19.418837675    0.082620463    0.082624126    0.082637454
   19.478957916    0.080366620    0.080370314    0.080383763
   19.539078156    0.091202957    0.091206686    0.091220243
   19.599198397    0.103077685    0.103081449    0.103095124
   19.659318637    0.113934298    0.113938096    0.113951898
   19.719438878    0.130355462    0.130359294    0.130373222
   19.779559118    0.147562009    0.147565874    0.147579935
   19.839679359    0.153292958    0.153296857    0.153311053
   19.899799599    0.146909849    0.146913788    0.146928116
   19.959919840    0.149832970    0.149836950    0.149851414
   20.020040080    0.163951592    0.163955611    0.163970219
   20.080160321    0.178408255    0.178412315    0.178427069
   20.140280561    0.189445219    0.189449321    0.189464226
   20.200400802    0.202603395    0.202607537    0.202622600
   20.260521042    0.212292893    0.212297075    0.212312301
   20.320641283    0.214589611    0.214593838    0.214609226
   20.380761523    0.216690313    0.216694589    0.216710136
   20.440881764    0.210257810    0.210262136    0.210277847
   20.501002004    0.204288874    0.204293251    0.204309140
   20.561122244    0.211167709    0.211172134    0.211188216
   20.621242485    0.221539881    0.221544356    0.221560628
   20.681362725    0.224940679    0.224945206    0.224961668
   20.741482966    0.218540041    0.218544624    0.218561274
   20.801603206    0.219450391    0.219455026    0.219471881
   20.861723447    0.228360071    0.228364760    0.228381828
   20.921843687    0.233941460    0.233946207    0.233963496
   20.981963928    0.235331267    0.235336080    0.235353583
   21.042084168    0.240758329    0.240763209    0.240780930
   21.102204409    0.245402037    0.245406983    0.245424934
   21.162324649    0.251457002    0.251462014    0.251480204
   21.222444890    0.258995861    0.259000939    0.259019382
   21.282565130    0.266749826    0.266754973    0.266773680
   21.342685371    0.274498419    0.274503640    0.274522617
   21.402805611    0.273553090    0.273558390    0.273577642
   21.462925852    0.264861507    0.264866885    0.264886421
   21.523046092    0.264600083    0.264605540    0.264625378
   21.583166333    0.266284576    0.266290119    0.266310267
   21.643286573    0.272225550    0.272231183    0.272251651
   21.703406814    0.283178046    0.283183771    0.283204572
   21.763527054    0.295420381    0.295426202    0.295447349
   21.823647295    0.306449257    0.306455178    0.306476684
   21.883767535    0.315676763    0.315682786    0.315704666
   21.943887776    0.325187730    0.325193861    0.325216131
   22.004008016    0.335319999    0.335326241    0.335348919
   22.064128257    0.345191263    0.345197621    0.345220725
   22.124248497    0.349000732    0.349007210    0.349030758
   22.184368737    0.348264998    0.348271602    0.348295616
   22.244488978    0.347782981    0.347789722    0.347814223
   22.304609218    0.351994662    0.352001545    0.352026554
   22.364729459    0.360752015    0.360759047    0.360784590
   22.424849699    0.367982943    0.367990127    0.368016238
   22.484969940    0.366189699    0.366197042    0.366223746
   22.545090180    0.366059829    0.366067336    0.366094664
   22.605210421    0.369492880    0.369500568    0.369528550
   22.665330661    0.363464103    0.363471988    0.363500655
   22.725450902    0.342640670    0.342648761    0.342678161
   22.785571142    0.337226101    0.337234411    0.337264593
   22.845691383    0.348343498    0.348352037    0.348383051
   22.905811623    0.361576100    0.361584883    0.361616784
   22.965931864    0.373959475    0.373968517    0.374001366
   23.026052104    0.386731404    0.386740723    0.386774587
   23.086172345    0.397576644    0.397586263    0.397621213
   23.146292585    0.400521830    0.400531776    0.400567890
   23.206412826    0.397507791    0.397518091    0.397555464
   23.266533066    0.391188985    0.391199663    0.391238410
   23.326653307    0.383834412    0.383845499    0.383885737
   23.386773547    0.384819407    0.384830940    0.384872789
   23.446893788    0.393724604    0.393736624    0.393780235
   23.507014028    0.404221579    0.404234132    0.404279686
   23.567134269    0.415229768    0.415242913    0.415290613
   23.627254509    0.424528761    0.424542565    0.424592646
   23.687374749    0.426952231    0.426966773    0.427019509
   23.747494990    0.420802472    0.420817832    0.420873561
   23.807615230    0.408351434    0.408367713    0.408426847
   23.867735471    0.405305735    0.405323073    0.405386088
   23.927855711    0.410382611    0.410401181    0.410468651
   23.987975952    0.412997218    0.413017214    0.413089880
   24.048096192    0.416896856    0.416918533    0.416997329
   24.108216433    0.420895392    0.420919078    0.421005192
   24.168336673    0.427185126    0.427211253    0.427306229
   24.228456914    0.434896802    0.434925939    0.435031858
   24.288577154    0.439046472    0.439079399    0.439199100
   24.348697395    0.439839740    0.439877535    0.440014953
   24.408817635    0.437653579    0.437697720    0.437858265
   24.468937876    0.436693093    0.436745445    0.436935826
   24.529058116    0.440970276    0.441031906    0.441255883
   24.589178357    0.446051377    0.446115062    0.446346348
   24.649298597    0.449020245    0.449046874    0.449143531
   24.709418838    0.450228243    0.450186913    0.450036830
   24.769539078    0.452200386    0.452139403    0.451917955
   24.829659319    0.453900013    0.453845464    0.453647345
   24.889779559    0.456194708    0.456149377    0.455984721
   24.949899800    0.460480475    0.460442739    0.460305663
   25.010020040    0.466606016    0.466574110    0.466458221
   25.070140281    0.472125979    0.472098559    0.471998980
   25.130260521    0.477281677    0.477257774    0.477170975
   25.190380762    0.482905414    0.482884326    0.482807753
   25.250501002    0.486988897    0.486970105    0.486901875
   25.310621242    0.489174522    0.489157635    0.489096328
   25.370741483    0.492142381    0.492127095    0.492071623
   25.430861723    0.495555033    0.495541115    0.495490626
   25.490981964    0.498530200    0.498517468    0.498471285
   25.551102204    0.497342826    0.497331143    0.497288714
   25.611222445    0.498328621    0.498317859    0.498278735
   25.671342685    0.503842844    0.503832891    0.503796711
   25.731462926    0.510076870    0.510067637    0.510034097
   25.791583166    0.514397047    0.514388465    0.514357304
   25.851703407    0.515324726    0.515316745    0.515287730
   25.911823647    0.513792953    0.513785536    0.513758466
   25.971943888    0.514527803    0.514520895    0.514495620
   26.032064128    0.515919476    0.515913024    0.515889419
   26.092184369    0.513969923    0.513963888    0.513941840
   26.152304609    0.515028124    0.515022479    0.515001877
   26.212424850    0.519882764    0.519877486    0.519858231
   26.272545090    0.524464155    0.524459223    0.524441231
   26.332665331    0.528514977    0.528510371    0.528493567
   26.392785571    0.533295071    0.533290774    0.533275095
   26.452905812    0.538208055    0.538204049    0.538189440
   26.513026052    0.542069135    0.542065406    0.542051815
   26.573146293    0.543612337    0.543608869    0.543596249
   26.633266533    0.542731838    0.542728624    0.542716934
   26.693386774    0.543167368    0.543164403    0.543153607
   26.753507014    0.547571588    0.547568864    0.547558937
   26.813627255    0.553019427    0.553016934    0.553007850
   26.873747495    0.557734891    0.557732624    0.557724360
   26.933867735    0.557697703    0.557695657    0.557688195
   26.993987976    0.553711513    0.553709682    0.553703007
   27.054108216    0.555398934    0.555397314    0.555391412
   27.114228457    0.559652450    0.559651039    0.559645896
   27.174348697    0.561789905    0.561788705    0.561784309
   27.234468938    0.559653967    0.559652978    0.559649319
   27.294589178    0.559421578    0.559420794    0.559417881
   27.354709419    0.562445809    0.562445228    0.562443062
   27.414829659    0.566103486    0.566103109    0.566101691
   27.474949900    0.570962970    0.570962801    0.570962136
   27.535070140    0.575474482    0.575474523    0.575474620
   27.595190381    0.577273930    0.577274184    0.577275056
   27.655310621    0.575024537    0.575025009    0.575026671
   27.715430862    0.569808169    0.569808865    0.569811332
   27.775551102    0.569436753    0.569437679    0.569440973
   27.835671343    0.573170294    0.573171456    0.573175606
   27.895791583    0.577400330    0.577401736    0.577406773
   27.955911824    0.581840674    0.581842335    0.581848295
   28.016032064    0.586372119    0.586374047    0.586380973
   28.076152305    0.590608709    0.590610918    0.590618857
   28.136272545    0.593284250    0.593286757    0.593295766
   28.196392786    0.593199605    0.593202428    0.593212572
   28.256513026    0.594728574    0.594731734    0.594743089
   28.316633267    0.598359861    0.598363380    0.598376035
   28.376753507    0.600141450    0.600145343    0.600159409
   28.436873747    0.597950530    0.597954817    0.597970420
   28.496993988    0.597187904    0.597192641    0.597209912
   28.557114228    0.597890230    0.597895475    0.597914575
   28.617234469    0.599260777    0.599266587    0.599287715
   28.677354709    0.600749246    0.600755689    0.600779087
   28.737474950    0.603165600    0.603172755    0.603198716
   28.797595190    0.606187498    0.606195460    0.606224344
   28.857715431    0.608670547    0.608679431    0.608711689
   28.917835671    0.611454186    0.611464151    0.611500346
   28.977955912    0.613986870    0.613998121    0.614038976
   29.038076152    0.614904004    0.614916803    0.614963268
   29.098196393    0.616182530    0.616197226    0.616250568
   29.158316633    0.618756299    0.618773366    0.618835307
   29.218436874    0.621313865    0.621333957    0.621406878
   29.278557114    0.623469080    0.623493104    0.623580289
   29.338677355    0.624862967    0.624892085    0.624997758
   29.398797595    0.626382365    0.626417486    0.626544960
   29.458917836    0.628387052    0.628425268    0.628564020
   29.519038076    0.630846955    0.630867729    0.630943210
   29.579158317    0.631891396    0.631867410    0.631780390
   29.639278557    0.629802050    0.629759532    0.629605225
   29.699398798    0.629247637    0.629207951    0.629063911
   29.759519038    0.631585844    0.631552163    0.631429915
   29.819639279    0.634501709    0.634473154    0.634369512
   29.879759519    0.637040160    0.637015562    0.636926278
   29.939879760    0.638326840    0.638305284    0.638227045
   30.000000000    0.639225558    0.639206380    0.639136777
