# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    4.689378758    1.155647620    1.155647642    4.221695458
    4.709418838    1.183530551    1.183530570    4.187002768
    4.729458918    1.245415676    1.245415692    4.152030741
    4.749498998    1.319192245    1.319192259    4.118334004
    4.769539078    1.373867358    1.373867369    4.098690033
    4.789579158    1.382784308    1.382784310    4.104438122
    4.809619238    1.334550204    1.334550196    4.123524819
    4.829659319    1.249195507    1.249195489    4.138667050
    4.849699399    1.166188535    1.166188517    4.151065964
    4.869739479    1.112234532    1.112234521    4.171723618
    4.889779559    1.087181882    1.087181877    4.206624698
    4.909819639    1.075523690    1.075523690    4.261365510
    4.929859719    1.062113151    1.062113152    4.338302949
    4.949899800    1.030793858    1.030793859    4.430918267
    4.969939880    0.980270864    0.980270867    4.526347004
    4.989979960    0.942120884    0.942120889    4.603631099
    5.010020040    0.958851221    0.958851227    4.643965769
    5.030060120    1.045368699    1.045368706    4.641960329
    5.050100200    1.174781104    1.174781109    4.610788496
    5.070140281    1.297353559    1.297353559    4.581331592
    5.090180361    1.371462651    1.371462644    4.577885147
    5.110220441    1.383666237    1.383666224    4.607415218
    5.130260521    1.335022427    1.335022412    4.668934688
    5.150300601    1.226610471    1.226610457    4.740058916
    5.170340681    1.078993371    1.078993361    4.767579076
    5.190380762    0.934080126    0.934080123    4.704331602
    5.210420842    0.828460652    0.828460656    4.544862077
    5.230460922    0.775392924    0.775392935    4.320677402
    5.250501002    0.759733973    0.759733990    4.079770415
    5.270541082    0.742006917    0.742006941    3.864393803
    5.290581162    0.690396079    0.690396105    3.690120585
    5.310621242    0.613540826    0.613540852    3.540959215
    5.330661323    0.546678230    0.546678253    3.388974582
    5.350701403    0.508973439    0.508973457    3.221050332
    5.370741483    0.497118848    0.497118863    3.039130364
    5.390781563    0.514900623    0.514900635    2.855935102
    5.410821643    0.572263905    0.572263914    2.700034934
    5.430861723    0.669802349    0.669802356    2.587021009
    5.450901804    0.790337166    0.790337169    2.507124672
    5.470941884    0.902041518    0.902041519    2.440513762
    5.490981964    0.973665781    0.973665782    2.362846027
    5.511022044    0.992602777    0.992602783    2.278187022
    5.531062124    0.978601050    0.978601064    2.221487153
    5.551102204    0.978277480    0.978277502    2.206500341
    5.571142285    1.031379714    1.031379744    2.212157228
    5.591182365    1.136449816    1.136449852    2.211511321
    5.611222445    1.258627835    1.258627876    2.186547574
    5.631262525    1.359551543    1.359551589    2.109657959
    5.651302605    1.418937568    1.418937618    1.961816898
    5.671342685    1.435185066    1.435185117    1.774440376
    5.691382766    1.405190994    1.405191044    1.595523164
    5.711422846    1.329113120    1.329113166    1.451112185
    5.731462926    1.235798493    1.235798534    1.348694120
    5.751503006    1.161274135    1.161274171    1.258466018
    5.771543086    1.108949637    1.108949670    1.121951496
    5.791583166    1.055478163    1.055478194    0.910763975
    5.811623246    0.988227806    0.988227836    0.643441004
    5.831663327    0.917661056    0.917661087    0.365756136
    5.851703407    0.861464757    0.861464790    0.136276497
    5.871743487    0.833079595    0.833079631   -0.000157863
    5.891783567    0.834870486    0.834870524   -0.044872509
    5.911823647    0.855232181    0.855232222   -0.029833933
    5.931863727    0.883118091    0.883118133    0.023079362
    5.951903808    0.916971264    0.916971309    0.089457678
    5.971943888    0.950032984    0.950033030    0.129553248
    5.991983968    0.963415563    0.963415610    0.123383083
    6.012024048    0.941850253    0.941850301    0.091824774
    6.032064128    0.879122666    0.879122713    0.062755745
    6.052104208    0.771716321    0.771716366    0.030681001
    6.072144289    0.635699417    0.635699459   -0.022561601
    6.092184369    0.517604404    0.517604444   -0.088411804
    6.112224449    0.462800973    0.462801014   -0.153170010
    6.132264529    0.482490686    0.482490729   -0.217605145
    6.152304609    0.557256997    0.557257044   -0.262043838
    6.172344689    0.657863636    0.657863687   -0.252170681
    6.192384770    0.754628473    0.754628527   -0.183123021
    6.212424850    0.817356781    0.817356835   -0.082483114
    6.232464930    0.824636468    0.824636519    0.015087927
    6.252505010    0.780579170    0.780579217    0.090088203
    6.272545090    0.715002487    0.715002527    0.145312122
    6.292585170    0.657366609    0.657366642    0.193800025
    6.312625251    0.613507576    0.613507603    0.246773557
    6.332665331    0.571224521    0.571224540    0.308190909
    6.352705411    0.524923999    0.524924013    0.367928649
    6.372745491    0.487301983    0.487301994    0.410361750
    6.392785571    0.468038099    0.468038109    0.437183556
    6.412825651    0.453292946    0.453292959    0.464547798
    6.432865731    0.421917045    0.421917065    0.500905613
    6.452905812    0.365829996    0.365830024    0.541865761
    6.472945892    0.287371311    0.287371346    0.574590921
    6.492985972    0.195689698    0.195689738    0.592614397
    6.513026052    0.110157199    0.110157243    0.602036470
    6.533066132    0.054421422    0.054421468    0.604639218
    6.553106212    0.041457231    0.041457280    0.594195689
    6.573146293    0.064572879    0.064572930    0.570433548
    6.593186373    0.100453392    0.100453442    0.553849693
    6.613226453    0.123326884    0.123326933    0.570486547
    6.633266533    0.124799935    0.124799981    0.619483434
    6.653306613    0.125764144    0.125764187    0.677393212
    6.673346693    0.154643820    0.154643861    0.721496475
    6.693386774    0.210629584    0.210629625    0.741777719
    6.713426854    0.263828137    0.263828178    0.746112573
    6.733466934    0.285839960    0.285839998    0.753815345
    6.753507014    0.271995273    0.271995307    0.781282738
    6.773547094    0.234809427    0.234809454    0.837091021
    6.793587174    0.188747429    0.188747446    0.921726934
    6.813627255    0.149169570    0.149169574    1.025687257
    6.833667335    0.130217036    0.130217030    1.132467199
    6.853707415    0.141318490    0.141318477    1.223626203
    6.873747495    0.185429537    0.185429523    1.283945512
    6.893787575    0.254062899    0.254062887    1.307322241
    6.913827655    0.326904471    0.326904465    1.301069422
    6.933867735    0.381207681    0.381207680    1.282790368
    6.953907816    0.402745931    0.402745936    1.268992253
    6.973947896    0.393917685    0.393917694    1.263577533
    6.993987976    0.375802260    0.375802271    1.256229181
    7.014028056    0.373741388    0.373741401    1.238703659
    7.034068136    0.392577936    0.392577950    1.218871732
    7.054108216    0.415438548    0.415438561    1.204679003
    7.074148297    0.423852849    0.423852857    1.191525051
    7.094188377    0.409999204    0.409999206    1.172626709
    7.114228457    0.383439827    0.383439821    1.146012758
    7.134268537    0.368708783    0.368708771    1.117369002
    7.154308617    0.380157445    0.380157430    1.101583855
    7.174348697    0.408622310    0.408622295    1.110927632
    7.194388778    0.433478994    0.433478979    1.140719346
    7.214428858    0.437819274    0.437819259    1.175751622
    7.234468938    0.421375497    0.421375482    1.206980189
    7.254509018    0.397158250    0.397158235    1.234731024
    7.274549098    0.374203445    0.374203429    1.262164890
    7.294589178    0.357193518    0.357193504    1.290192963
    7.314629259    0.346217480    0.346217470    1.316911358
    7.334669339    0.332346498    0.332346497    1.342201285
    7.354709419    0.307752066    0.307752076    1.367507211
    7.374749499    0.283180270    0.283180292    1.390822013
    7.394789579    0.283607222    0.283607255    1.411515036
    7.414829659    0.321562347    0.321562387    1.438349268
    7.434869739    0.390153051    0.390153093    1.479328841
    7.454909820    0.474024470    0.474024512    1.530094145
    7.474949900    0.558313793    0.558313834    1.582829379
    7.494989980    0.632548969    0.632549009    1.635282664
    7.515030060    0.688659465    0.688659504    1.684751362
    7.535070140    0.718758563    0.718758600    1.724061613
    7.555110220    0.720038166    0.720038202    1.749762363
    7.575150301    0.700065939    0.700065974    1.765637007
    7.595190381    0.671970774    0.671970809    1.773356958
    7.615230461    0.646076973    0.646077009    1.770591758
    7.635270541    0.626942610    0.626942647    1.764810934
    7.655310621    0.614899958    0.614899996    1.775755068
    7.675350701    0.607421614    0.607421651    1.814778947
    7.695390782    0.602269201    0.602269237    1.877088769
    7.715430862    0.598971171    0.598971204    1.952055901
    7.735470942    0.598603006    0.598603036    2.028449385
    7.755511022    0.602443066    0.602443093    2.092471860
    7.775551102    0.609803414    0.609803439    2.127753398
    7.795591182    0.617725314    0.617725338    2.124940332
    7.815631263    0.618490485    0.618490507    2.091808811
    7.835671343    0.607660990    0.607661011    2.049767443
    7.855711423    0.592598315    0.592598336    2.019546369
    7.875751503    0.586130447    0.586130468    2.004452757
    7.895791583    0.600395242    0.600395263    1.990210851
    7.915831663    0.639337700    0.639337721    1.964089717
    7.935871743    0.694209513    0.694209534    1.929556237
    7.955911824    0.750733262    0.750733284    1.895532186
    7.975951904    0.796804841    0.796804863    1.861717308
    7.995991984    0.826517033    0.826517054    1.828493965
    8.016032064    0.842588757    0.842588779    1.804084050
    8.036072144    0.852482462    0.852482485    1.792876486
    8.056112224    0.861760807    0.861760831    1.788894286
    8.076152305    0.874021446    0.874021472    1.783638372
    8.096192385    0.891345793    0.891345819    1.782063170
    8.116232465    0.912897588    0.912897615    1.800148291
    8.136272545    0.934139412    0.934139438    1.839386676
    8.156312625    0.947229491    0.947229518    1.881825911
    8.176352705    0.947936529    0.947936556    1.919770576
    8.196392786    0.939210541    0.939210568    1.967195476
    8.216432866    0.923638028    0.923638054    2.029994435
    8.236472946    0.902046537    0.902046561    2.086914434
    8.256513026    0.875870616    0.875870638    2.106316976
    8.276553106    0.843225466    0.843225487    2.073370556
    8.296593186    0.800805996    0.800806017    1.996799011
    8.316633267    0.753062244    0.753062266    1.899395819
    8.336673347    0.711884910    0.711884933    1.813460113
    8.356713427    0.687271214    0.687271239    1.764298091
    8.376753507    0.684231456    0.684231482    1.747870858
    8.396793587    0.703122754    0.703122781    1.746910558
    8.416833667    0.738591893    0.738591921    1.752182402
    8.436873747    0.782275128    0.782275157    1.754741717
    8.456913828    0.827684505    0.827684535    1.743358105
    8.476953908    0.870666588    0.870666620    1.711450566
    8.496993988    0.909971595    0.909971628    1.653233324
    8.517034068    0.946758535    0.946758570    1.565987587
    8.537074148    0.980694258    0.980694293    1.468399550
    8.557114228    1.009567772    1.009567808    1.386591385
    8.577154309    1.033011778    1.033011814    1.324024856
    8.597194389    1.056730476    1.056730514    1.271943674
    8.617234469    1.089762698    1.089762736    1.225840360
    8.637274549    1.135089185    1.135089224    1.181796309
    8.657314629    1.186286814    1.186286853    1.134619461
    8.677354709    1.232992918    1.232992956    1.088418224
    8.697394790    1.266898388    1.266898425    1.056906168
    8.717434870    1.283069504    1.283069539    1.041527150
    8.737474950    1.281380881    1.281380914    1.020321576
    8.757515030    1.269911629    1.269911659    0.965797089
    8.777555110    1.262373937    1.262373966    0.869431422
    8.797595190    1.271746817    1.271746845    0.751938620
    8.817635271    1.300228548    1.300228576    0.653666207
    8.837675351    1.335136951    1.335136979    0.613571869
    8.857715431    1.358465827    1.358465855    0.646970526
    8.877755511    1.359982455    1.359982484    0.736477427
    8.897795591    1.343362601    1.343362631    0.846999223
    8.917835671    1.321135661    1.321135693    0.947430825
    8.937875752    1.303050500    1.303050534    1.020408357
    8.957915832    1.290458104    1.290458140    1.059731670
    8.977955912    1.281144683    1.281144721    1.070405584
    8.997995992    1.272567866    1.272567905    1.072598182
    9.018036072    1.262573348    1.262573386    1.081263359
    9.038076152    1.251032493    1.251032529    1.088434351
    9.058116232    1.237407389    1.237407423    1.083301462
    9.078156313    1.219961039    1.219961069    1.068716044
    9.098196393    1.201193225    1.201193251    1.051048641
    9.118236473    1.185769999    1.185770022    1.037597345
    9.138276553    1.175775847    1.175775869    1.040510524
    9.158316633    1.170494852    1.170494874    1.064931398
    9.178356713    1.165527387    1.165527411    1.103639503
    9.198396794    1.155847150    1.155847175    1.148986450
    9.218436874    1.142564493    1.142564520    1.199929824
    9.238476954    1.134323647    1.134323675    1.257438067
    9.258517034    1.140145940    1.140145968    1.319755684
    9.278557114    1.163033209    1.163033238    1.382482155
    9.298597194    1.198852803    1.198852832    1.444002351
    9.318637275    1.237951979    1.237952009    1.512649209
    9.338677355    1.271062701    1.271062731    1.599410005
    9.358717435    1.296547620    1.296547651    1.703631103
    9.378757515    1.317101543    1.317101574    1.813640608
    9.398797595    1.330506979    1.330507010    1.915404932
    9.418837675    1.330848903    1.330848935    2.000254480
    9.438877756    1.320523620    1.320523653    2.072576093
    9.458917836    1.315330424    1.315330459    2.145227113
    9.478957916    1.329076610    1.329076645    2.219408198
    9.498997996    1.361407511    1.361407548    2.279005882
    9.519038076    1.402426036    1.402426074    2.309638806
    9.539078156    1.439437810    1.439437849    2.312861742
    9.559118236    1.464170380    1.464170419    2.295021185
    9.579158317    1.478347501    1.478347540    2.257288668
    9.599198397    1.489308787    1.489308825    2.208323501
    9.619238477    1.498148639    1.498148676    2.163319155
    9.639278557    1.497353815    1.497353849    2.119520715
    9.659318637    1.485678440    1.485678472    2.051604086
    9.679358717    1.476227954    1.476227985    1.936302812
    9.699398798    1.480405790    1.480405820    1.774143200
    9.719438878    1.496718960    1.496718989    1.594093150
    9.739478958    1.519666492    1.519666520    1.439805973
    9.759519038    1.545070200    1.545070228    1.342520784
    9.779559118    1.565515338    1.565515366    1.306503781
    9.799599198    1.573652944    1.573652972    1.327079574
    9.819639279    1.571066555    1.571066582    1.391923403
    9.839679359    1.568242287    1.568242314    1.470416178
    9.859719439    1.572720618    1.572720645    1.525309498
    9.879759519    1.585871749    1.585871777    1.524841216
    9.899799599    1.605470461    1.605470489    1.463544208
    9.919839679    1.621987814    1.621987842    1.375806230
    9.939879760    1.626201854    1.626201883    1.293540932
    9.959919840    1.621569768    1.621569797    1.218623098
    9.979959920    1.618521672    1.618521702    1.144606536
   10.000000000    1.626605343    1.626605374    1.062915436
