4	-15.37516976	1.47
6	-15.54946295	1.70
8	-15.64417625	1.72
10	-15.69673384	1.80
12	-15.72086853	2.88
14	-15.73279601	2.27
18	-15.73981256	2.23
20	-15.74057123	2.11
24	-15.74101991	2.06
28	-15.74111967	2.50
32	-15.74117261	2.65
36	-15.74120344	2.36
40	-15.74121663	2.65
44	-15.74122163	2.62
48	-15.74122562	3.29
52	-15.74122930	3.46
56	-15.74123195	3.58
60	-15.74123364	3.57
70	-15.74123764	4.39
80	-15.74124050	6.40
100	-15.74124299	6.46
